"","beef_alphas","beef_gammas","beef_thetas","chicken_alphas","chicken_gammas","chicken_thetas","Influencer_S_alphas","Influencer_S_gammas","Influencer_S_thetas","Radio_S_alphas","Radio_S_gammas","Radio_S_thetas","Social_Media_S_alphas","Social_Media_S_gammas","Social_Media_S_thetas","rsq_train","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","iterPar","iterNG","df.int","trial","iterations","solID","coef0","mape.qt10","robynPareto","error_score"
"1",2.25188743761654,0.406067718461569,0.054908245438639,2.31383675309921,0.587089641275279,0.0386991814631247,2.6025432379126,0.853016131282477,0.0586296759934707,1.577026440774,0.453224628128297,0.0494427960608394,2.52678204929482,0.804118071478479,0.0786096998619149,-0.0587922805042345,0.254905278421597,0.0536945000089638,126.974456067661,12776230384.3065,0.795707186745459,16056034913.1787,1e-04,0,0.142122983932495,265.697663068771,16,91,1,1,1456,"1_91_16",FALSE,TRUE,1,2.9900958946464
"2",1.91852007355387,0.607137937037597,0.0561044525225398,0.935901334016294,0.70596530328703,0.0479136269706965,2.60003104587751,0.729139589372119,0.032303955309852,1.1827959071027,0.856532736340075,0.0222795989571174,2.70086776347333,0.854843751015374,0.00965220375411422,-0.0590812037119175,0.254940055321877,0.0504554610069362,126.356000720067,12885219004.5099,0.802495881510059,16056034913.1787,1e-04,0,0.15054988861084,374.4804251194,13,121,1,1,1933,"1_121_13",FALSE,TRUE,1,2.99367521002765
"3",1.61375652402041,0.491880295088137,0.0738546534899418,2.49702320422734,0.928024644452516,0.00359550116812659,2.75417146551756,0.713374220823967,0.0422189705695242,1.577026440774,0.453224628128297,0.0494427960608394,2.52678204929482,0.804118071478479,0.0786096998619149,-0.0595120929207305,0.254991911471979,0.0487727690520212,126.285296207605,12964248221.2379,0.807418461765236,16056034913.1787,1e-04,0,0.154330968856812,272.146187067032,14,93,1,1,1486,"1_93_14",FALSE,TRUE,1,2.99496209262032
"4",2.1699911370029,0.649599847312997,0.084291636411134,1.63456731804908,0.828279280031002,0.00728250154559805,2.90848948517083,0.518571916086022,0.0315503472451178,1.93917924882909,0.671734314282765,0.0506674701801579,2.43057215826751,0.889447460602819,0.0492546253514542,-0.0607162228616211,0.255136768811775,0.0327160220602061,126.847435110871,13279906261.151,0.827080203321046,16056034913.1787,1e-04,0,0.163189888000488,34.8690850734711,1,14,1,1,209,"1_14_1",FALSE,TRUE,1,3.00881113917132
"5",1.83753562356491,0.48719256934041,0.0185707310320494,1.7705789932284,0.58882428325683,0.0287445782046175,2.46980269551274,0.723528960872672,0.0328385748864635,2.01088464912092,0.682732652920195,0.0246587710240072,2.46878099431112,0.722700694295345,0.0885997490379786,-0.0611455414807722,0.255188396137612,0.0320219005945892,126.509324686693,13290269839.9455,0.827725731019017,16056034913.1787,1e-04,0,0.141896963119507,333.784926176071,5,113,1,3,1797,"3_113_5",FALSE,TRUE,1,3.00862220192046
"6",1.60618935589092,0.929547706595042,0.0764327901971449,1.49312610195142,0.347691652617681,0.0325956638044667,2.12981199787777,0.818736387283441,0.0161291808348453,1.84239869049218,0.933259678606116,0.0394667917434509,2.64423565133659,0.748679241116657,0.0137180578660257,-0.0614397983310186,0.255223775699488,0.0293927246074171,126.618073219169,13421607859.3789,0.835906527539399,16056034913.1787,1e-04,0,0.138659000396729,254.133176088333,14,89,1,3,1422,"3_89_14",FALSE,TRUE,1,3.01008847121784
"7",1.85916903502982,0.862752493862113,0.0448871548015395,1.9890090160609,0.698305170341477,0.0613809759284646,2.01445289418115,0.944193188545916,0.0103973035038525,2.78634873388817,0.76089063808627,0.0231741066294461,2.27003722960941,0.861209002813181,0.00611068371399419,-0.0621143335830441,0.255304859003367,0.0213585478575848,126.756072927957,13539922791.6271,0.843276140620374,16056034913.1787,1e-04,0,0.139883995056152,194.24515914917,6,70,1,3,1110,"3_70_6",FALSE,TRUE,1,3.01390902231922
"8",0.76954412582412,0.596551882048542,0.00609641183894443,1.92796182974873,0.762666159616885,0.0788817426332254,2.19714962977115,0.635623024160924,0.074275897431828,2.18680434558365,0.982578708133393,0.0845640574200167,2.50224231011982,0.685871216717392,0.0115641472307979,-0.0640583076580739,0.255538392778128,0.0130034860592369,126.105980058095,13981589465.3879,0.870786721360501,16056034913.1787,1e-04,0,0.14527702331543,315.789535999298,2,108,1,3,1714,"3_108_2",FALSE,TRUE,1,3.01404480012987
"9",0.570515901470603,0.614983274772385,0.0420967415370837,2.29920722489067,0.492084565146962,0.0275993789986612,2.50090984269072,0.797451199420581,0.0291988404652389,1.8953848913574,0.448616979281287,0.0101823932032361,2.83549554689849,0.879653402220848,0.0479221367630307,-0.0582322077708668,0.254837850474001,0.0551746502998404,126.662288730136,12695325003.659,0.790667743792556,16056034913.1787,1e-04,0,0.161165952682495,95.1949319839478,11,36,1,4,571,"4_36_11",FALSE,TRUE,1,2.98910266528173
"10",0.570515901470603,0.614983274772385,0.0420967415370837,2.29920722489067,0.492084565146962,0.0275993789986612,2.50090984269072,0.797451199420581,0.0291988404652389,1.8953848913574,0.448616979281287,0.005929688042879,2.83549554689849,0.879653402220848,0.0479221367630307,-0.0582346497954127,0.254838144511511,0.0551330041934529,126.647008896246,12695325003.659,0.790667743792556,16056034913.1787,1e-04,0,0.135942935943604,110.724905014038,5,42,1,4,661,"4_42_5",FALSE,TRUE,1,2.98915381931333
