"","ds","Influencer_S","Social_Media_S","Radio_S","beef","chicken","type","solID"
"6572","2020-07-19",14600457.8078272,120249.377073751,15158290.2135488,4.30119395807217,3.52110299171099,"adstockedMedia","6_42_7"
"6573","2020-07-26",19113533.5811357,435646.610368245,15160081.4164398,4.30119365222777,3.52110310860726,"adstockedMedia","6_42_7"
"6574","2020-08-02",20077323.9628828,806399.727586405,521564.109523204,4.21419364958305,3.39310311432087,"adstockedMedia","6_42_7"
"6575","2020-08-09",20125998.5083531,826101.362897018,15925.5824502412,4.21344133572003,3.38684678016357,"adstockedMedia","6_42_7"
"6576","2020-08-16",20134059.2519644,839116.902947606,486.276129335829,4.21343483024726,3.38654098548517,"adstockedMedia","6_42_7"
"6577","2020-08-23",20131566.1261277,824457.485445979,14.8480895251811,4.21343477399258,3.38652603897129,"adstockedMedia","6_42_7"
"6578","2020-08-30",20131409.3538578,449073.886992285,0.453375663018691,4.21343477350613,3.38652530842137,"adstockedMedia","6_42_7"
"6579","2020-09-06",21652469.1557335,439251.084149496,0.0138434976074897,4.11243477350192,3.44152527271384,"adstockedMedia","6_42_7"
"6580","2020-09-13",21705616.152043,113994.047198266,0.0004227011761782,4.11156139766447,3.44421353967175,"adstockedMedia","6_42_7"
"6581","2020-09-20",21713958.1314666,159982.924814757,1.29068743614161e-05,4.11155384533424,3.44434493574318,"adstockedMedia","6_42_7"
"6582","2020-09-27",21714482.6902474,161186.332954187,3.94102063513426e-07,4.11155378002708,3.44435135806948,"adstockedMedia","6_42_7"
"6583","2020-10-04",22414845.2154539,208217.822984497,1.20336211631411e-08,4.04355377946235,3.44435167197746,"adstockedMedia","6_42_7"
"6584","2020-10-11",14585885.2800071,119448.513552421,3.67437909375637e-10,4.04296576404218,3.47035168732053,"adstockedMedia","6_42_7"
"6585","2020-10-18",3853586.09418279,102125.653873325,1.12194505224973e-11,4.04296067930496,3.47162250600289,"adstockedMedia","6_42_7"
"6586","2020-10-25",1015719.67581193,101672.360133263,3.42577798356895e-13,4.04296063533578,3.47168462058637,"adstockedMedia","6_42_7"
"6587","2020-11-01",837269.493570404,101660.498626642,1.04603650322916e-14,4.04296063495557,3.45968765659893,"adstockedMedia","6_42_7"
"6588","2020-11-08",122649.022781938,37660.1882421677,3.19399672522845e-16,4.06196063495228,3.45910127363855,"adstockedMedia","6_42_7"
"6589","2020-11-15",167712.392777017,35985.4682134461,9.75263774187347e-18,4.06212493337711,3.45907261263927,"adstockedMedia","6_42_7"
"6590","2020-11-22",170546.059131424,941.645188874008,2.97789732133841e-19,4.0621263541125,3.45907121175804,"adstockedMedia","6_42_7"
"6591","2020-11-29",170724.245206033,1053024.6403814,9.09279385858845e-21,4.062126366398,3.45907114328631,"adstockedMedia","6_42_7"
"6592","2020-12-06",204735.449869255,1080554.88911522,2.77641876912075e-22,3.98612636650424,3.58107113993958,"adstockedMedia","6_42_7"
"6593","2020-12-13",171874.136042472,1081275.28341758,8.47759368727474e-24,3.98546917280572,3.58703420853585,"adstockedMedia","6_42_7"
"6594","2020-12-20",169807.757088507,1081294.13424439,2.58857185111454e-25,3.98546348986417,3.58732566909371,"adstockedMedia","6_42_7"
"6595","2020-12-27",169677.819435865,1081294.62752102,7.90401672403882e-27,3.98546344072215,3.58733991499,"adstockedMedia","6_42_7"
"6596","2021-01-03",4393434.84872084,1441294.64042877,2.41343427832558e-28,3.9994634402972,3.4683406112954,"adstockedMedia","6_42_7"
"6597","2021-01-10",4624032.34363482,1397714.89524214,7.36924682621448e-30,3.99958450229079,3.46252420940766,"adstockedMedia","6_42_7"
"6598","2021-01-17",4775332.73192845,1531574.52777092,2.2501461619808e-31,3.99958554914842,3.46223991756838,"adstockedMedia","6_42_7"
"6599","2021-01-24",4750846.77448149,1085077.28277768,6.87065838569264e-33,3.9995855582009,3.46222602206194,"adstockedMedia","6_42_7"
"6600","2021-01-31",4784307.05311177,1073393.62258186,2.09790579165458e-34,3.99958555827918,3.46222534288276,"adstockedMedia","6_42_7"
"6601","2021-02-07",4786411.09605783,1073087.89188116,6.40580343773584e-36,4.02158555827985,3.4292253096861,"adstockedMedia","6_42_7"
"6602","2021-02-14",3908978.40209053,1073079.89171171,1.95596569903862e-37,4.02177579856127,3.4276123468416,"adstockedMedia","6_42_7"
"6603","2021-02-21",3050803.84449701,938079.68236829,5.97239964198446e-39,4.02177744362331,3.42753350906825,"adstockedMedia","6_42_7"
"6604","2021-02-28",2996840.27341197,954547.081461969,1.82362898802919e-40,4.02177745784863,3.42752965566609,"adstockedMedia","6_42_7"
"6605","2021-03-07",1298446.94628699,349977.990045341,5.56831907664399e-42,4.02177745797164,3.40652946732099,"adstockedMedia","6_42_7"
"6606","2021-03-14",126648.696603866,334158.004797471,1.70024591311339e-43,4.0767774579727,3.40550302824664,"adstockedMedia","6_42_7"
"6607","2021-03-21",27963.8995138416,333744.03733404,5.19157779083499e-45,4.07725305867625,3.40545285835501,"adstockedMedia","6_42_7"
"6608","2021-03-28",21758.420668473,313733.204892789,1.58521068925479e-46,4.07725717133133,3.40545040617048,"adstockedMedia","6_42_7"
"6609","2021-04-04",1368.20891513481,168209.573965386,4.84032606381014e-48,4.13125720689463,3.45745028631355,"adstockedMedia","6_42_7"
"6610","2021-04-11",86.0354556048644,139401.602755522,1.47795851761595e-49,4.13172416062018,3.45999191632008,"adstockedMedia","6_42_7"
"6611","2021-04-18",47005.4100653338,138647.773811847,4.51283932321307e-51,4.13172819850237,3.46011614512739,"adstockedMedia","6_42_7"
"6612","2021-04-25",49955.7853527551,138628.04808829,1.37796281251448e-52,4.13172823341909,3.46012221713493,"adstockedMedia","6_42_7"
"6613","2021-05-02",50141.3102965344,138627.531917913,4.20750967778955e-54,4.13672823372102,3.57512251392016,"adstockedMedia","6_42_7"
"6614","2021-05-09",50152.9764411469,3627.51841109031,1.2847326159977e-55,4.13677147015123,3.58074345389666,"adstockedMedia","6_42_7"
"6615","2021-05-16",100153.710029458,94.9226292984216,3.92283802297849e-57,4.13677184402898,3.58101819202433,"adstockedMedia","6_42_7"
"6616","2019-10-20",7.31046704540826e-06,3.24518485775588e-05,0,0.456215818405572,0.474576234957804,"saturatedMedia","6_42_7"
"6617","2019-10-27",1.06175718980049e-05,4.88177774149959e-05,0,0.4562159956238,0.474604720056858,"saturatedMedia","6_42_7"
"6618","2019-11-03",0.00938827036441923,4.93035781769267e-05,0,0.454139691701256,0.476100511466728,"saturatedMedia","6_42_7"
"6619","2019-11-10",0.016860329386546,4.93163311156081e-05,0,0.454121675980921,0.476173410239589,"saturatedMedia","6_42_7"
"6620","2019-11-17",0.0180109616994232,3.72187071282598e-07,0,0.454121520189244,0.476176972852691,"saturatedMedia","6_42_7"
"6621","2019-11-24",0.0186284414098145,1.88561413043503e-11,0,0.454121518842069,0.476177146983509,"saturatedMedia","6_42_7"
"6622","2019-12-01",0.0186677133714895,9.55309735357351e-16,0,0.454121518830419,0.475514186776761,"saturatedMedia","6_42_7"
"6623","2019-12-08",0.0190372676815544,4.83989102394336e-20,0,0.45769283375874,0.475481741100648,"saturatedMedia","6_42_7"
"6624","2019-12-15",0.0190606600853692,4.60049677204659e-06,0,0.457723534984179,0.475480155133554,"saturatedMedia","6_42_7"
"6625","2019-12-22",0.0189509934302817,4.93467369671512e-06,0,0.457723800452982,0.475480077615029,"saturatedMedia","6_42_7"
"6626","2019-12-29",0.0181303629085531,2.50006881513727e-10,0,0.457723802748565,0.475480073826108,"saturatedMedia","6_42_7"
"6627","2020-01-05",0.0235943657336288,1.26661125421508e-14,0,0.459423159584565,0.489464400438641,"saturatedMedia","6_42_7"
"6628","2020-01-12",0.000428211589190731,2.8046448340596e-06,0,0.459437813147483,0.490129366669465,"saturatedMedia","6_42_7"
"6629","2020-01-19",0.000370271572338181,3.00819858928857e-06,0,0.459437939857948,0.490161825486522,"saturatedMedia","6_42_7"
"6630","2020-01-26",0.000385498513094496,3.01364638147134e-06,0,0.459437940953649,0.490163411893074,"saturatedMedia","6_42_7"
"6631","2020-02-02",0.00038646960767523,3.01378901948121e-06,0,0.457951594580262,0.485888307448702,"saturatedMedia","6_42_7"
"6632","2020-02-09",0.000384398379074661,4.88554434168504e-06,0,0.457938710069637,0.485677564606205,"saturatedMedia","6_42_7"
"6633","2020-02-16",1.74793601599291e-05,4.94232655409678e-06,0,0.457938598651223,0.485667259696694,"saturatedMedia","6_42_7"
"6634","2020-02-23",8.96289017370581e-06,4.94381796270882e-06,0,0.457938597687756,0.485666756007034,"saturatedMedia","6_42_7"
"6635","2020-03-01",4.7617407586358e-06,6.77603093275511e-05,0,0.457938597679425,0.481966492055249,"saturatedMedia","6_42_7"
"6636","2020-03-08",1.08222421147976e-05,2.06007902675132e-05,0,0.45907175742265,0.481784306111009,"saturatedMedia","6_42_7"
"6637","2020-03-15",7.00273863236635e-06,1.98050426399962e-05,0,0.459081537826921,0.481775398106637,"saturatedMedia","6_42_7"
"6638","2020-03-22",3.43799250967699e-06,1.97844853437939e-05,0,0.459081622399499,0.481774962697024,"saturatedMedia","6_42_7"
"6639","2020-03-29",1.99718173967326e-06,1.97839475943779e-05,0,0.459081623130822,0.481774941415223,"saturatedMedia","6_42_7"
"6640","2020-04-05",1.92323085431279e-06,5.18150317108094e-06,0,0.470933701455781,0.47711415638865,"saturatedMedia","6_42_7"
"6641","2020-04-12",2.23993408198267e-08,2.6251214339642e-10,0,0.471034170736585,0.476884261061969,"saturatedMedia","6_42_7"
"6642","2020-04-19",1.07238220709997e-08,1.32996673205545e-14,0,0.471035039374867,0.476873019295831,"saturatedMedia","6_42_7"
"6643","2020-04-26",1.01695891816903e-08,6.73801784947865e-19,0,0.471035046886219,0.476872469813113,"saturatedMedia","6_42_7"
"6644","2020-05-03",1.87229473604587e-05,3.41368572954645e-23,0,0.49757263107004,0.493047817587929,"saturatedMedia","6_42_7"
"6645","2020-05-10",2.21166836865799e-05,1.72947749923381e-27,0,0.497791683050273,0.493813538803633,"saturatedMedia","6_42_7"
"6646","2020-05-17",2.23427132928394e-05,8.76206147058952e-32,0,0.497793576508187,0.493850907802319,"saturatedMedia","6_42_7"
"6647","2020-05-24",2.2356977313185e-05,4.4391280747163e-36,0.897667341032121,0.497793592881403,0.493852734172304,"saturatedMedia","6_42_7"
"6648","2020-05-31",0.00445610428209534,2.2489979247325e-40,0.904305173295987,0.497793593022986,0.493852823440581,"saturatedMedia","6_42_7"
"6649","2020-06-07",0.0051790705498913,2.33112046903296e-07,0.904498657880469,0.514373969763803,0.508160032038264,"saturatedMedia","6_42_7"
"6650","2020-06-14",0.00522693217620422,1.86726329430247e-05,0.90450455753421,0.514513043541452,0.508839187799885,"saturatedMedia","6_42_7"
"6651","2020-06-21",0.00548847140597659,1.97543351100933e-05,0.905140872874976,0.514514245839388,0.508872336545766,"saturatedMedia","6_42_7"
"6652","2020-06-28",0.00359604292481347,1.97831582854363e-05,0.905160212693077,0.514514256235979,0.50887395666576,"saturatedMedia","6_42_7"
"6653","2020-07-05",0.151579613396071,0.00075403396342614,0.905160803137185,0.4854816566197,0.508947048678059,"saturatedMedia","6_42_7"
"6654","2020-07-12",0.309677207767406,0.000906514450277874,0.905160821165891,0.485217079291997,0.508950620698647,"saturatedMedia","6_42_7"
"6655","2020-07-19",0.320454111143959,0.00130709027329927,0.905981348642618,0.485214790355197,0.50895079528919,"saturatedMedia","6_42_7"
"6656","2020-07-26",0.511266634110695,0.0413240878486442,0.906006252695799,0.485214770562028,0.508950803822756,"saturatedMedia","6_42_7"
"6657","2020-08-02",0.547505920246412,0.186557590656622,0.00229931260951733,0.479528875692364,0.499430486459395,"saturatedMedia","6_42_7"
"6658","2020-08-09",0.549279876018998,0.196706418987482,4.10136746556763e-07,0.479479219123817,0.498955949295082,"saturatedMedia","6_42_7"
"6659","2020-08-16",0.549573118215845,0.203498531177623,7.29894297593392e-11,0.479478789692393,0.498932732628368,"saturatedMedia","6_42_7"
"6660","2020-08-23",0.54948243687665,0.195853376403542,1.29894595329755e-14,0.479478785978974,0.498931597799502,"saturatedMedia","6_42_7"
"6661","2020-08-30",0.549476734184525,0.0447150342328854,2.3116505979403e-18,0.479478785946863,0.498931542331648,"saturatedMedia","6_42_7"
"6662","2020-09-06",0.602052204937196,0.0422194005624278,4.11389594262324e-22,0.472734635071102,0.503073910144038,"saturatedMedia","6_42_7"
"6663","2020-09-13",0.603788391583694,0.00113083529415099,7.32123610800502e-26,0.472675637265409,0.503274672451721,"saturatedMedia","6_42_7"
"6664","2020-09-20",0.604060282528208,0.00283295392891436,1.30291331858477e-29,0.472675127043213,0.503284481190409,"saturatedMedia","6_42_7"
"6665","2020-09-27",0.604077373885506,0.00289100901841318,2.31871106286197e-33,0.472675122631172,0.503284960608484,"saturatedMedia","6_42_7"
"6666","2020-10-04",0.626302575679144,0.00577614093395436,4.12646099809492e-37,0.468045228827244,0.503284984041272,"saturatedMedia","6_42_7"
"6667","2020-10-11",0.319811186905318,0.0012836230057843,7.34359732936342e-41,0.468004877197588,0.505218500929149,"saturatedMedia","6_42_7"
"6668","2020-10-18",0.00908423980162673,0.00083927904840188,1.30689280137946e-44,0.468004528241756,0.505312631404063,"saturatedMedia","6_42_7"
"6669","2020-10-25",0.000177474053688486,0.000829213001300017,2.32579309253263e-48,0.468004525224234,0.505317231384071,"saturatedMedia","6_42_7"
"6670","2020-11-01",0.000100219913392741,0.000828950626871081,4.1390644309639e-52,0.46800452519814,0.504427233391139,"saturatedMedia","6_42_7"
"6671","2020-11-08",3.41431330224808e-07,5.59881294495682e-05,7.36602684850832e-56,0.469305619963417,0.504383652574644,"saturatedMedia","6_42_7"
"6672","2020-11-15",8.61626743953831e-07,4.94844748959026e-05,1.3108844386921e-59,0.469316846181579,0.504381522257289,"saturatedMedia","6_42_7"
"6673","2020-11-22",9.05407826961618e-07,2.5071587622306e-09,2.33289675281741e-63,0.469316943256048,0.504381418132006,"saturatedMedia","6_42_7"
"6674","2020-11-29",9.08209004350109e-07,0.321227186955167,4.1517063584461e-67,0.469316944095479,0.504381413042609,"saturatedMedia","6_42_7"
"6675","2020-12-06",1.55445214960941e-06,0.336690702717923,7.38852487404137e-71,0.46407848357309,0.51329089625349,"saturatedMedia","6_42_7"
"6676","2020-12-13",9.26423953904045e-07,0.337094883991075,1.31488826764618e-74,0.464032784055254,0.513718386670597,"saturatedMedia","6_42_7"
"6677","2020-12-20",8.93862276272187e-07,0.337105459938258,2.34002210978261e-78,0.464032388848246,0.51373926265216,"saturatedMedia","6_42_7"
"6678","2020-12-27",8.91840454758791e-07,0.337105736682733,4.16438689811546e-82,0.464032385430776,0.513740282975598,"saturatedMedia","6_42_7"
"6679","2021-01-03",0.0133308547631608,0.525961473879133,7.41109161520135e-86,0.465004412993806,0.505069467835074,"saturatedMedia","6_42_7"
"6680","2021-01-10",0.0154750996065157,0.505147237625326,1.31890432547857e-89,0.465012804714703,0.504637944839046,"saturatedMedia","6_42_7"
"6681","2021-01-17",0.0169951723534713,0.566815423573886,2.34716922969631e-93,0.465012877279289,0.504616834265752,"saturatedMedia","6_42_7"
"6682","2021-01-24",0.0167429727459792,0.339227488413076,4.17710616790502e-97,0.465012877906775,0.504615802386469,"saturatedMedia","6_42_7"
"6683","2021-01-31",0.0170882097271377,0.332671265720192,7.43372728186612e-101,0.465012877912201,0.504615751950566,"saturatedMedia","6_42_7"
"6684","2021-02-07",0.0171100694425645,0.332499608194327,1.32293264953991e-104,0.466533984205452,0.502153320859654,"saturatedMedia","6_42_7"
"6685","2021-02-14",0.00947226257926215,0.33249511630806,2.35433817902899e-108,0.466547104072417,0.502032352800854,"saturatedMedia","6_42_7"
"6686","2021-02-21",0.00457250968869626,0.256942312720835,4.18986428610803e-112,0.466547217521148,0.502026438705615,"saturatedMedia","6_42_7"
"6687","2021-02-28",0.00433839457004052,0.26606483838336,7.45643208455457e-116,0.466547218502171,0.502026149635257,"saturatedMedia","6_42_7"
"6688","2021-03-07",0.000366893933601675,0.0232364703477066,1.32697327729487e-119,0.466547218510654,0.500445918451015,"saturatedMedia","6_42_7"
"6689","2021-03-14",3.75430917541139e-07,0.0205507370870775,2.36152902445415e-123,0.47031632856947,0.500368430531954,"saturatedMedia","6_42_7"
"6690","2021-03-21",4.30500352027176e-09,0.0204831109873145,4.20266137137903e-127,0.470348714188031,0.500364642508317,"saturatedMedia","6_42_7"
"6691","2021-03-28",2.04938046258425e-09,0.0173729964435489,7.47920623442856e-131,0.470348994220335,0.500364457357332,"saturatedMedia","6_42_7"
"6692","2021-04-04",5.72106434098233e-13,0.0032447287629451,1.33102624632257e-134,0.474003263626312,0.504260908795849,"saturatedMedia","6_42_7"
"6693","2021-04-11",1.59709618219677e-16,0.0019510498957287,2.36874183284894e-138,0.474034667020979,0.504449843469755,"saturatedMedia","6_42_7"
"6694","2021-04-18",2.00071424299262e-08,0.00192259584283272,4.21549754273499e-142,0.474034938560517,0.504459074555541,"saturatedMedia","6_42_7"
"6695","2019-10-20",345531.029952465,30805.5631494456,0,3.87450143655367,3.08021123708463,"saturatedSpendReversed","6_42_7"
"6696","2019-10-27",391993.197221855,35806.1006781452,0,3.87450392016541,3.08055337214424,"saturatedSpendReversed","6_42_7"
"6697","2019-11-03",3897114.82248331,35936.9516115762,0,3.84550394164191,3.09857009488921,"saturatedSpendReversed","6_42_7"
"6698","2019-11-10",4762269.991116,35940.3756368298,0,3.84525317054757,3.0994507092872,"saturatedSpendReversed","6_42_7"
"6699","2019-11-17",4871672.51567117,5940.46523457766,0,3.84525100205832,3.09949375161676,"saturatedSpendReversed","6_42_7"
"6700","2019-11-24",4928551.94463871,155.446372814546,0,3.84525098330677,3.09949585542308,"saturatedSpendReversed","6_42_7"
"6701","2019-12-01",4932128.62619051,4.06762330339888,0,3.84525098314462,3.09149595825211,"saturatedSpendReversed","6_42_7"
"6702","2019-12-08",4965553.53440698,0.106439018413721,0,3.89525098314322,3.09110494237586,"saturatedSpendReversed","6_42_7"
"6703","2019-12-15",4967655.35319733,15000.0027852296,0,3.89568334741915,3.09108583045327,"saturatedSpendReversed","6_42_7"
"6704","2019-12-22",4957787.51937109,15392.5106760326,0,3.8956870861965,3.09108489630812,"saturatedSpendReversed","6_42_7"
"6705","2019-12-29",4882767.01210083,402.781576629925,0,3.89568711852677,3.09108485064933,"saturatedSpendReversed","6_42_7"
"6706","2020-01-05",5347597.15667603,10.5397359720593,0,3.91968711880634,3.26408484841764,"saturatedSpendReversed","6_42_7"
"6707","2020-01-12",1368114.16838024,12500.2757972082,0,3.91989465366121,3.27254067532048,"saturatedSpendReversed","6_42_7"
"6708","2020-01-19",1302477.06775727,12827.0993861806,0,3.91989644827436,3.27295397595362,"saturatedSpendReversed","6_42_7"
"6709","2020-01-26",1320349.68794399,12835.651501116,0,3.91989646379289,3.27297417710193,"saturatedSpendReversed","6_42_7"
"6710","2020-02-02",1321473.55068425,12835.8752875021,0,3.89889646392708,3.21897516448583,"saturatedSpendReversed","6_42_7"
"6711","2020-02-09",1319074.22120965,15335.8811434041,0,3.89871487093235,3.21633582165638,"saturatedSpendReversed","6_42_7"
"6712","2020-02-16",463945.777025011,15401.299730496,0,3.89871330064587,3.21620681687955,"saturatedSpendReversed","6_42_7"
"6713","2020-02-23",370173.751070294,15403.0115631012,0,3.89871328706716,3.21620051143402,"saturatedSpendReversed","6_42_7"
"6714","2020-03-01",298915.856175232,40403.0563572644,0,3.89871328694974,3.17020020323889,"saturatedSpendReversed","6_42_7"
"6715","2020-03-08",394531.490633954,26057.241867994,0,3.91471328694872,3.16795181798691,"saturatedSpendReversed","6_42_7"
"6716","2020-03-15",340543.974972133,25681.8495814695,0,3.91485164351702,3.16784192228317,"saturatedSpendReversed","6_42_7"
"6717","2020-03-22",267749.14216878,25672.0265512827,0,3.91485283992577,3.16783655084352,"saturatedSpendReversed","6_42_7"
"6718","2020-03-29",222836.551187092,25671.7695083825,0,3.91485285027145,3.16783628830037,"saturatedSpendReversed","6_42_7"
"6719","2020-04-05",220012.366090239,15671.7627822449,0,4.08585285036092,3.11083627546789,"saturatedSpendReversed","6_42_7"
"6720","2020-04-12",48834.7762142837,410.088870805954,0,4.08733153618543,3.10805025091189,"saturatedSpendReversed","6_42_7"
"6721","2020-04-19",38070.8192107808,10.7309486683547,0,4.08734432280395,3.10791407668243,"saturatedSpendReversed","6_42_7"
"6722","2020-04-26",37393.9620914743,0.280800742279476,0,4.08734443337349,3.10790742081117,"saturatedSpendReversed","6_42_7"
"6723","2020-05-03",474851.400089433,0.00734781791448025,0,4.49634443432961,3.30990709548807,"saturatedSpendReversed","6_42_7"
"6724","2020-05-10",502359.516408192,0.000192273096096809,0,4.49988117411513,3.31978035736975,"saturatedSpendReversed","6_42_7"
"6725","2020-05-17",504089.276603537,5.03128192790384e-06,0,4.49991175731386,3.32026293884094,"saturatedSpendReversed","6_42_7"
"6726","2020-05-24",504198.047058726,1.31655433609424e-07,14593572,4.49991202177551,3.32028652627123,"saturatedSpendReversed","6_42_7"
"6727","2020-05-31",3024204.88674203,3.44507691027103e-09,15039176.1546685,4.49991202406238,3.32028767916851,"saturatedSpendReversed","6_42_7"
"6728","2020-06-07",3182667.48275439,5000.00000000009,15052782.3548954,4.77591202408216,3.51028773551938,"saturatedSpendReversed","6_42_7"
"6729","2020-06-14",3192631.8979058,25130.8368677168,15053197.8103679,4.77829867488556,3.51957448470295,"saturatedSpendReversed","6_42_7"
"6730","2020-06-21",3246053.12838478,25657.6079957748,15098210.496,4.77831931293649,3.52002839883358,"saturatedSpendReversed","6_42_7"
"6731","2020-06-28",2811912.35214979,25671.3922126546,15099584.9257647,4.77831949139961,3.52005058507269,"saturatedSpendReversed","6_42_7"
"6732","2020-07-05",10516543.1335321,98171.7529094067,15099626.8929824,4.30531949294283,3.5210516694831,"saturatedSpendReversed","6_42_7"
"6733","2020-07-12",14356024.2768801,105068.896929787,15099628.174421,4.30122932690572,3.52110060009928,"saturatedSpendReversed","6_42_7"
"6734","2020-07-19",14600457.8078272,120249.377073751,15158290.2135488,4.30119395807217,3.52110299171099,"saturatedSpendReversed","6_42_7"
"6735","2020-07-26",19113533.5811357,435646.610368245,15160081.4164398,4.30119365222777,3.52110310860726,"saturatedSpendReversed","6_42_7"
"6736","2020-08-02",20077323.9628828,806399.727586405,521564.109523204,4.21419364958305,3.39310311432087,"saturatedSpendReversed","6_42_7"
"6737","2020-08-09",20125998.5083531,826101.362897018,15925.5824502412,4.21344133572003,3.38684678016357,"saturatedSpendReversed","6_42_7"
"6738","2020-08-16",20134059.2519644,839116.902947606,486.276129335829,4.21343483024726,3.38654098548517,"saturatedSpendReversed","6_42_7"
"6739","2020-08-23",20131566.1261277,824457.485445979,14.8480895251811,4.21343477399258,3.38652603897129,"saturatedSpendReversed","6_42_7"
"6740","2020-08-30",20131409.3538578,449073.886992285,0.453375663018691,4.21343477350613,3.38652530842137,"saturatedSpendReversed","6_42_7"
"6741","2020-09-06",21652469.1557335,439251.084149496,0.0138434976074897,4.11243477350192,3.44152527271384,"saturatedSpendReversed","6_42_7"
"6742","2020-09-13",21705616.152043,113994.047198266,0.0004227011761782,4.11156139766447,3.44421353967175,"saturatedSpendReversed","6_42_7"
"6743","2020-09-20",21713958.1314666,159982.924814757,1.29068743614161e-05,4.11155384533424,3.44434493574318,"saturatedSpendReversed","6_42_7"
"6744","2020-09-27",21714482.6902474,161186.332954187,3.94102063513426e-07,4.11155378002708,3.44435135806948,"saturatedSpendReversed","6_42_7"
"6745","2020-10-04",22414845.2154539,208217.822984497,1.20336211631411e-08,4.04355377946235,3.44435167197746,"saturatedSpendReversed","6_42_7"
"6746","2020-10-11",14585885.2800071,119448.513552421,3.67437909375637e-10,4.04296576404218,3.47035168732053,"saturatedSpendReversed","6_42_7"
"6747","2020-10-18",3853586.09418279,102125.653873325,1.12194505224973e-11,4.04296067930496,3.47162250600289,"saturatedSpendReversed","6_42_7"
"6748","2020-10-25",1015719.67581193,101672.360133263,3.42577798356895e-13,4.04296063533578,3.47168462058637,"saturatedSpendReversed","6_42_7"
"6749","2020-11-01",837269.493570404,101660.498626642,1.04603650322916e-14,4.04296063495557,3.45968765659893,"saturatedSpendReversed","6_42_7"
"6750","2020-11-08",122649.022781938,37660.1882421677,3.19399672522845e-16,4.06196063495228,3.45910127363855,"saturatedSpendReversed","6_42_7"
"6751","2020-11-15",167712.392777017,35985.4682134461,9.75263774187347e-18,4.06212493337711,3.45907261263927,"saturatedSpendReversed","6_42_7"
"6752","2020-11-22",170546.059131424,941.645188874008,2.97789732133841e-19,4.0621263541125,3.45907121175804,"saturatedSpendReversed","6_42_7"
"6753","2020-11-29",170724.245206033,1053024.6403814,9.09279385858845e-21,4.062126366398,3.45907114328631,"saturatedSpendReversed","6_42_7"
"6754","2020-12-06",204735.449869255,1080554.88911522,2.77641876912075e-22,3.98612636650424,3.58107113993958,"saturatedSpendReversed","6_42_7"
"6755","2020-12-13",171874.136042472,1081275.28341758,8.47759368727474e-24,3.98546917280572,3.58703420853585,"saturatedSpendReversed","6_42_7"
"6756","2020-12-20",169807.757088507,1081294.13424439,2.58857185111454e-25,3.98546348986417,3.58732566909371,"saturatedSpendReversed","6_42_7"
"6757","2020-12-27",169677.819435865,1081294.62752102,7.90401672403882e-27,3.98546344072215,3.58733991499,"saturatedSpendReversed","6_42_7"
"6758","2021-01-03",4393434.84872084,1441294.64042877,2.41343427832558e-28,3.9994634402972,3.4683406112954,"saturatedSpendReversed","6_42_7"
"6759","2021-01-10",4624032.34363482,1397714.89524214,7.36924682621448e-30,3.99958450229079,3.46252420940766,"saturatedSpendReversed","6_42_7"
"6760","2021-01-17",4775332.73192845,1531574.52777092,2.2501461619808e-31,3.99958554914842,3.46223991756838,"saturatedSpendReversed","6_42_7"
"6761","2021-01-24",4750846.77448149,1085077.28277768,6.87065838569264e-33,3.9995855582009,3.46222602206194,"saturatedSpendReversed","6_42_7"
"6762","2021-01-31",4784307.05311177,1073393.62258186,2.09790579165458e-34,3.99958555827918,3.46222534288276,"saturatedSpendReversed","6_42_7"
"6763","2021-02-07",4786411.09605783,1073087.89188116,6.40580343773584e-36,4.02158555827985,3.4292253096861,"saturatedSpendReversed","6_42_7"
"6764","2021-02-14",3908978.40209053,1073079.89171171,1.95596569903862e-37,4.02177579856127,3.4276123468416,"saturatedSpendReversed","6_42_7"
"6765","2021-02-21",3050803.84449701,938079.68236829,5.97239964198446e-39,4.02177744362331,3.42753350906825,"saturatedSpendReversed","6_42_7"
"6766","2021-02-28",2996840.27341197,954547.081461969,1.82362898802919e-40,4.02177745784863,3.42752965566609,"saturatedSpendReversed","6_42_7"
"6767","2021-03-07",1298446.94628699,349977.990045341,5.56831907664399e-42,4.02177745797164,3.40652946732099,"saturatedSpendReversed","6_42_7"
"6768","2021-03-14",126648.696603866,334158.004797471,1.70024591311339e-43,4.0767774579727,3.40550302824664,"saturatedSpendReversed","6_42_7"
"6769","2021-03-21",27963.8995138416,333744.03733404,5.19157779083499e-45,4.07725305867625,3.40545285835501,"saturatedSpendReversed","6_42_7"
"6770","2021-03-28",21758.420668473,313733.204892789,1.58521068925479e-46,4.07725717133133,3.40545040617048,"saturatedSpendReversed","6_42_7"
"6771","2021-04-04",1368.20891513481,168209.573965386,4.84032606381014e-48,4.13125720689463,3.45745028631355,"saturatedSpendReversed","6_42_7"
"6772","2021-04-11",86.0354556048644,139401.602755522,1.47795851761595e-49,4.13172416062018,3.45999191632008,"saturatedSpendReversed","6_42_7"
"6773","2021-04-18",47005.4100653338,138647.773811847,4.51283932321307e-51,4.13172819850237,3.46011614512739,"saturatedSpendReversed","6_42_7"
"6774","2019-10-20",73.1402139473893,5.28328118679498,0,0.456215818405572,0.474576234957804,"decompMedia","6_42_7"
