"","ds","Influencer_S","Social_Media_S","Radio_S","beef","chicken","type","solID"
"2334","2020-09-13",20344069.66,102500,0,4.076,3.276,"rawMedia","3_113_5"
"2335","2020-09-20",20349069.66,157000,0,4.076,3.276,"rawMedia","3_113_5"
"2336","2020-09-27",20349069.66,157000,0,4.076,3.276,"rawMedia","3_113_5"
"2337","2020-10-04",21049399.2,204000,0,4.008,3.276,"rawMedia","3_113_5"
"2338","2020-10-11",13176399.2,114000,0,4.008,3.302,"rawMedia","3_113_5"
"2339","2020-10-18",2936399.2,99000,0,4.008,3.302,"rawMedia","3_113_5"
"2340","2020-10-25",773399.2,99000,0,4.008,3.302,"rawMedia","3_113_5"
"2341","2020-11-01",773399.2,99000,0,4.008,3.29,"rawMedia","3_113_5"
"2342","2020-11-08",70000,35000,0,4.027,3.29,"rawMedia","3_113_5"
"2343","2020-11-15",160000,35000,0,4.027,3.29,"rawMedia","3_113_5"
"2344","2020-11-22",160000,0,0,4.027,3.29,"rawMedia","3_113_5"
"2345","2020-11-29",160000,1053000,0,4.027,3.29,"rawMedia","3_113_5"
"2346","2020-12-06",194000,1053000,0,3.951,3.412,"rawMedia","3_113_5"
"2347","2020-12-13",159000,1053000,0,3.951,3.412,"rawMedia","3_113_5"
"2348","2020-12-20",159000,1053000,0,3.951,3.412,"rawMedia","3_113_5"
"2349","2020-12-27",159000,1053000,0,3.951,3.412,"rawMedia","3_113_5"
"2350","2021-01-03",4382765.2,1413000,0,3.965,3.293,"rawMedia","3_113_5"
"2351","2021-01-10",4347765.2,1360000,0,3.965,3.293,"rawMedia","3_113_5"
"2352","2021-01-17",4484565.2,1495000,0,3.965,3.293,"rawMedia","3_113_5"
"2353","2021-01-24",4450565.2,1045000,0,3.965,3.293,"rawMedia","3_113_5"
"2354","2021-01-31",4485565.2,1045000,0,3.965,3.293,"rawMedia","3_113_5"
"2355","2021-02-07",4485565.2,1045000,0,3.987,3.26,"rawMedia","3_113_5"
"2356","2021-02-14",3608000.2,1045000,0,3.987,3.26,"rawMedia","3_113_5"
"2357","2021-02-21",2805000.2,910000,0,3.987,3.26,"rawMedia","3_113_5"
"2358","2021-02-28",2805000.2,930000,0,3.987,3.26,"rawMedia","3_113_5"
"2359","2021-03-07",1110000.2,325000,0,3.987,3.239,"rawMedia","3_113_5"
"2360","2021-03-14",45000,325000,0,4.042,3.239,"rawMedia","3_113_5"
"2361","2021-03-21",20000,325000,0,4.042,3.239,"rawMedia","3_113_5"
"2362","2021-03-28",20000,305000,0,4.042,3.239,"rawMedia","3_113_5"
"2363","2021-04-04",0,160000,0,4.096,3.291,"rawMedia","3_113_5"
"2364","2021-04-11",0,135000,0,4.096,3.291,"rawMedia","3_113_5"
"2365","2021-04-18",47000,135000,0,4.096,3.291,"rawMedia","3_113_5"
"2366","2021-04-25",47000,135000,0,4.096,3.291,"rawMedia","3_113_5"
"2367","2021-05-02",47000,135000,0,4.101,3.406,"rawMedia","3_113_5"
"2368","2021-05-09",47000,0,0,4.101,3.406,"rawMedia","3_113_5"
"2369","2021-05-16",97000,0,0,4.101,3.406,"rawMedia","3_113_5"
"2370","2019-10-06",90003.23,30000,0,NA,NA,"rawSpend","3_113_5"
"2371","2019-10-13",90003.23,30000,0,NA,NA,"rawSpend","3_113_5"
"2372","2019-10-20",339515.58,30000,0,NA,NA,"rawSpend","3_113_5"
"2373","2019-10-27",370265.58,35000,0,NA,NA,"rawSpend","3_113_5"
"2374","2019-11-03",3872465.58,35000,0,NA,NA,"rawSpend","3_113_5"
"2375","2019-11-10",4517212.35,35000,0,NA,NA,"rawSpend","3_113_5"
"2376","2019-11-17",4572212.35,5000,0,NA,NA,"rawSpend","3_113_5"
"2377","2019-11-24",4622212.35,0,0,NA,NA,"rawSpend","3_113_5"
"2378","2019-12-01",4622212.35,0,0,NA,NA,"rawSpend","3_113_5"
"2379","2019-12-08",4655412.35,0,0,NA,NA,"rawSpend","3_113_5"
"2380","2019-12-15",4655412.35,15000,0,NA,NA,"rawSpend","3_113_5"
"2381","2019-12-22",4645412.35,15000,0,NA,NA,"rawSpend","3_113_5"
"2382","2019-12-29",4571012.35,0,0,NA,NA,"rawSpend","3_113_5"
"2383","2020-01-05",5040559.92,0,0,NA,NA,"rawSpend","3_113_5"
"2384","2020-01-12",1031847.57,12500,0,NA,NA,"rawSpend","3_113_5"
"2385","2020-01-19",1216447.57,12500,0,NA,NA,"rawSpend","3_113_5"
"2386","2020-01-26",1238447.57,12500,0,NA,NA,"rawSpend","3_113_5"
"2387","2020-02-02",1238447.57,12500,0,NA,NA,"rawSpend","3_113_5"
"2388","2020-02-09",1235977.57,15000,0,NA,NA,"rawSpend","3_113_5"
"2389","2020-02-16",381000,15000,0,NA,NA,"rawSpend","3_113_5"
"2390","2020-02-23",341000,15000,0,NA,NA,"rawSpend","3_113_5"
"2391","2020-03-01",275638.66,40000,0,NA,NA,"rawSpend","3_113_5"
"2392","2020-03-08",375735.12,25000,0,NA,NA,"rawSpend","3_113_5"
"2393","2020-03-15",315735.12,25000,0,NA,NA,"rawSpend","3_113_5"
"2394","2020-03-22",246335.12,25000,0,NA,NA,"rawSpend","3_113_5"
"2395","2020-03-29",206000,25000,0,NA,NA,"rawSpend","3_113_5"
"2396","2020-04-05",206000,15000,0,NA,NA,"rawSpend","3_113_5"
"2397","2020-04-12",35000,0,0,NA,NA,"rawSpend","3_113_5"
"2398","2020-04-19",35000,0,0,NA,NA,"rawSpend","3_113_5"
"2399","2020-04-26",35000,0,0,NA,NA,"rawSpend","3_113_5"
"2400","2020-05-03",472500,0,0,NA,NA,"rawSpend","3_113_5"
"2401","2020-05-10",472500,0,0,NA,NA,"rawSpend","3_113_5"
"2402","2020-05-17",472500,0,0,NA,NA,"rawSpend","3_113_5"
"2403","2020-05-24",472500,0,14593572,NA,NA,"rawSpend","3_113_5"
"2404","2020-05-31",2992500,0,14593572,NA,NA,"rawSpend","3_113_5"
"2405","2020-06-07",2992500,5000,14593572,NA,NA,"rawSpend","3_113_5"
"2406","2020-06-14",2992500,25000,14593572,NA,NA,"rawSpend","3_113_5"
"2407","2020-06-21",3045294.65,25000,14638572,NA,NA,"rawSpend","3_113_5"
"2408","2020-06-28",2607794.65,25000,14638572,NA,NA,"rawSpend","3_113_5"
"2409","2020-07-05",10339724.99,97500,14638572,NA,NA,"rawSpend","3_113_5"
"2410","2020-07-12",13694724.99,102500,14638572,NA,NA,"rawSpend","3_113_5"
"2411","2020-07-19",13697724.99,117500,14697234,NA,NA,"rawSpend","3_113_5"
"2412","2020-07-26",18195430.34,432500,14697234,NA,NA,"rawSpend","3_113_5"
"2413","2020-08-02",18875430.34,795000,58662,NA,NA,"rawSpend","3_113_5"
"2414","2020-08-09",18863500,805000,0,NA,NA,"rawSpend","3_113_5"
"2415","2020-08-16",18868500,817500,0,NA,NA,"rawSpend","3_113_5"
"2416","2020-08-23",18865500,802500,0,NA,NA,"rawSpend","3_113_5"
"2417","2020-08-30",18865500,427500,0,NA,NA,"rawSpend","3_113_5"
"2418","2020-09-06",20386569.66,427500,0,NA,NA,"rawSpend","3_113_5"
"2419","2020-09-13",20344069.66,102500,0,NA,NA,"rawSpend","3_113_5"
"2420","2020-09-20",20349069.66,157000,0,NA,NA,"rawSpend","3_113_5"
"2421","2020-09-27",20349069.66,157000,0,NA,NA,"rawSpend","3_113_5"
"2422","2020-10-04",21049399.2,204000,0,NA,NA,"rawSpend","3_113_5"
"2423","2020-10-11",13176399.2,114000,0,NA,NA,"rawSpend","3_113_5"
"2424","2020-10-18",2936399.2,99000,0,NA,NA,"rawSpend","3_113_5"
"2425","2020-10-25",773399.2,99000,0,NA,NA,"rawSpend","3_113_5"
"2426","2020-11-01",773399.2,99000,0,NA,NA,"rawSpend","3_113_5"
"2427","2020-11-08",70000,35000,0,NA,NA,"rawSpend","3_113_5"
"2428","2020-11-15",160000,35000,0,NA,NA,"rawSpend","3_113_5"
"2429","2020-11-22",160000,0,0,NA,NA,"rawSpend","3_113_5"
"2430","2020-11-29",160000,1053000,0,NA,NA,"rawSpend","3_113_5"
"2431","2020-12-06",194000,1053000,0,NA,NA,"rawSpend","3_113_5"
"2432","2020-12-13",159000,1053000,0,NA,NA,"rawSpend","3_113_5"
"2433","2020-12-20",159000,1053000,0,NA,NA,"rawSpend","3_113_5"
"2434","2020-12-27",159000,1053000,0,NA,NA,"rawSpend","3_113_5"
"2435","2021-01-03",4382765.2,1413000,0,NA,NA,"rawSpend","3_113_5"
"2436","2021-01-10",4347765.2,1360000,0,NA,NA,"rawSpend","3_113_5"
"2437","2021-01-17",4484565.2,1495000,0,NA,NA,"rawSpend","3_113_5"
"2438","2021-01-24",4450565.2,1045000,0,NA,NA,"rawSpend","3_113_5"
"2439","2021-01-31",4485565.2,1045000,0,NA,NA,"rawSpend","3_113_5"
"2440","2021-02-07",4485565.2,1045000,0,NA,NA,"rawSpend","3_113_5"
"2441","2021-02-14",3608000.2,1045000,0,NA,NA,"rawSpend","3_113_5"
"2442","2021-02-21",2805000.2,910000,0,NA,NA,"rawSpend","3_113_5"
"2443","2021-02-28",2805000.2,930000,0,NA,NA,"rawSpend","3_113_5"
"2444","2021-03-07",1110000.2,325000,0,NA,NA,"rawSpend","3_113_5"
"2445","2021-03-14",45000,325000,0,NA,NA,"rawSpend","3_113_5"
"2446","2021-03-21",20000,325000,0,NA,NA,"rawSpend","3_113_5"
"2447","2021-03-28",20000,305000,0,NA,NA,"rawSpend","3_113_5"
"2448","2021-04-04",0,160000,0,NA,NA,"rawSpend","3_113_5"
"2449","2021-04-11",0,135000,0,NA,NA,"rawSpend","3_113_5"
"2450","2021-04-18",47000,135000,0,NA,NA,"rawSpend","3_113_5"
"2451","2021-04-25",47000,135000,0,NA,NA,"rawSpend","3_113_5"
"2452","2021-05-02",47000,135000,0,NA,NA,"rawSpend","3_113_5"
"2453","2021-05-09",47000,0,0,NA,NA,"rawSpend","3_113_5"
"2454","2021-05-16",97000,0,0,NA,NA,"rawSpend","3_113_5"
"2455","2019-10-20",339515.58,30000,0,3.841,2.93,"predictedExposure","3_113_5"
"2456","2019-10-27",370265.58,35000,0,3.841,2.93,"predictedExposure","3_113_5"
"2457","2019-11-03",3872465.58,35000,0,3.812,2.948,"predictedExposure","3_113_5"
"2458","2019-11-10",4517212.35,35000,0,3.812,2.948,"predictedExposure","3_113_5"
"2459","2019-11-17",4572212.35,5000,0,3.812,2.948,"predictedExposure","3_113_5"
"2460","2019-11-24",4622212.35,0,0,3.812,2.948,"predictedExposure","3_113_5"
"2461","2019-12-01",4622212.35,0,0,3.812,2.94,"predictedExposure","3_113_5"
"2462","2019-12-08",4655412.35,0,0,3.862,2.94,"predictedExposure","3_113_5"
"2463","2019-12-15",4655412.35,15000,0,3.862,2.94,"predictedExposure","3_113_5"
"2464","2019-12-22",4645412.35,15000,0,3.862,2.94,"predictedExposure","3_113_5"
"2465","2019-12-29",4571012.35,0,0,3.862,2.94,"predictedExposure","3_113_5"
"2466","2020-01-05",5040559.92,0,0,3.886,3.113,"predictedExposure","3_113_5"
"2467","2020-01-12",1031847.57,12500,0,3.886,3.113,"predictedExposure","3_113_5"
"2468","2020-01-19",1216447.57,12500,0,3.886,3.113,"predictedExposure","3_113_5"
"2469","2020-01-26",1238447.57,12500,0,3.886,3.113,"predictedExposure","3_113_5"
"2470","2020-02-02",1238447.57,12500,0,3.865,3.059,"predictedExposure","3_113_5"
"2471","2020-02-09",1235977.57,15000,0,3.865,3.059,"predictedExposure","3_113_5"
"2472","2020-02-16",381000,15000,0,3.865,3.059,"predictedExposure","3_113_5"
"2473","2020-02-23",341000,15000,0,3.865,3.059,"predictedExposure","3_113_5"
"2474","2020-03-01",275638.66,40000,0,3.865,3.013,"predictedExposure","3_113_5"
"2475","2020-03-08",375735.12,25000,0,3.881,3.013,"predictedExposure","3_113_5"
"2476","2020-03-15",315735.12,25000,0,3.881,3.013,"predictedExposure","3_113_5"
"2477","2020-03-22",246335.12,25000,0,3.881,3.013,"predictedExposure","3_113_5"
"2478","2020-03-29",206000,25000,0,3.881,3.013,"predictedExposure","3_113_5"
"2479","2020-04-05",206000,15000,0,4.052,2.956,"predictedExposure","3_113_5"
"2480","2020-04-12",35000,0,0,4.052,2.956,"predictedExposure","3_113_5"
"2481","2020-04-19",35000,0,0,4.052,2.956,"predictedExposure","3_113_5"
"2482","2020-04-26",35000,0,0,4.052,2.956,"predictedExposure","3_113_5"
"2483","2020-05-03",472500,0,0,4.461,3.158,"predictedExposure","3_113_5"
"2484","2020-05-10",472500,0,0,4.461,3.158,"predictedExposure","3_113_5"
"2485","2020-05-17",472500,0,0,4.461,3.158,"predictedExposure","3_113_5"
"2486","2020-05-24",472500,0,14593572,4.461,3.158,"predictedExposure","3_113_5"
"2487","2020-05-31",2992500,0,14593572,4.461,3.158,"predictedExposure","3_113_5"
"2488","2020-06-07",2992500,5000,14593572,4.737,3.348,"predictedExposure","3_113_5"
"2489","2020-06-14",2992500,25000,14593572,4.737,3.348,"predictedExposure","3_113_5"
"2490","2020-06-21",3045294.65,25000,14638572,4.737,3.348,"predictedExposure","3_113_5"
"2491","2020-06-28",2607794.65,25000,14638572,4.737,3.348,"predictedExposure","3_113_5"
"2492","2020-07-05",10339724.99,97500,14638572,4.264,3.349,"predictedExposure","3_113_5"
"2493","2020-07-12",13694724.99,102500,14638572,4.264,3.349,"predictedExposure","3_113_5"
"2494","2020-07-19",13697724.99,117500,14697234,4.264,3.349,"predictedExposure","3_113_5"
"2495","2020-07-26",18195430.34,432500,14697234,4.264,3.349,"predictedExposure","3_113_5"
"2496","2020-08-02",18875430.34,795000,58662,4.177,3.221,"predictedExposure","3_113_5"
"2497","2020-08-09",18863500,805000,0,4.177,3.221,"predictedExposure","3_113_5"
"2498","2020-08-16",18868500,817500,0,4.177,3.221,"predictedExposure","3_113_5"
"2499","2020-08-23",18865500,802500,0,4.177,3.221,"predictedExposure","3_113_5"
"2500","2020-08-30",18865500,427500,0,4.177,3.221,"predictedExposure","3_113_5"
"2501","2020-09-06",20386569.66,427500,0,4.076,3.276,"predictedExposure","3_113_5"
"2502","2020-09-13",20344069.66,102500,0,4.076,3.276,"predictedExposure","3_113_5"
"2503","2020-09-20",20349069.66,157000,0,4.076,3.276,"predictedExposure","3_113_5"
"2504","2020-09-27",20349069.66,157000,0,4.076,3.276,"predictedExposure","3_113_5"
"2505","2020-10-04",21049399.2,204000,0,4.008,3.276,"predictedExposure","3_113_5"
"2506","2020-10-11",13176399.2,114000,0,4.008,3.302,"predictedExposure","3_113_5"
"2507","2020-10-18",2936399.2,99000,0,4.008,3.302,"predictedExposure","3_113_5"
"2508","2020-10-25",773399.2,99000,0,4.008,3.302,"predictedExposure","3_113_5"
"2509","2020-11-01",773399.2,99000,0,4.008,3.29,"predictedExposure","3_113_5"
"2510","2020-11-08",70000,35000,0,4.027,3.29,"predictedExposure","3_113_5"
"2511","2020-11-15",160000,35000,0,4.027,3.29,"predictedExposure","3_113_5"
"2512","2020-11-22",160000,0,0,4.027,3.29,"predictedExposure","3_113_5"
"2513","2020-11-29",160000,1053000,0,4.027,3.29,"predictedExposure","3_113_5"
"2514","2020-12-06",194000,1053000,0,3.951,3.412,"predictedExposure","3_113_5"
"2515","2020-12-13",159000,1053000,0,3.951,3.412,"predictedExposure","3_113_5"
"2516","2020-12-20",159000,1053000,0,3.951,3.412,"predictedExposure","3_113_5"
"2517","2020-12-27",159000,1053000,0,3.951,3.412,"predictedExposure","3_113_5"
"2518","2021-01-03",4382765.2,1413000,0,3.965,3.293,"predictedExposure","3_113_5"
"2519","2021-01-10",4347765.2,1360000,0,3.965,3.293,"predictedExposure","3_113_5"
"2520","2021-01-17",4484565.2,1495000,0,3.965,3.293,"predictedExposure","3_113_5"
"2521","2021-01-24",4450565.2,1045000,0,3.965,3.293,"predictedExposure","3_113_5"
"2522","2021-01-31",4485565.2,1045000,0,3.965,3.293,"predictedExposure","3_113_5"
"2523","2021-02-07",4485565.2,1045000,0,3.987,3.26,"predictedExposure","3_113_5"
"2524","2021-02-14",3608000.2,1045000,0,3.987,3.26,"predictedExposure","3_113_5"
"2525","2021-02-21",2805000.2,910000,0,3.987,3.26,"predictedExposure","3_113_5"
"2526","2021-02-28",2805000.2,930000,0,3.987,3.26,"predictedExposure","3_113_5"
"2527","2021-03-07",1110000.2,325000,0,3.987,3.239,"predictedExposure","3_113_5"
"2528","2021-03-14",45000,325000,0,4.042,3.239,"predictedExposure","3_113_5"
"2529","2021-03-21",20000,325000,0,4.042,3.239,"predictedExposure","3_113_5"
"2530","2021-03-28",20000,305000,0,4.042,3.239,"predictedExposure","3_113_5"
"2531","2021-04-04",0,160000,0,4.096,3.291,"predictedExposure","3_113_5"
"2532","2021-04-11",0,135000,0,4.096,3.291,"predictedExposure","3_113_5"
"2533","2021-04-18",47000,135000,0,4.096,3.291,"predictedExposure","3_113_5"
"2534","2019-10-06",90003.23,30000,0,3.841,2.93,"adstockedMedia","3_113_5"
"2535","2019-10-13",92958.8078083786,32657.9924711394,0,3.9123301778941,3.01422161413953,"adstockedMedia","3_113_5"
"2536","2019-10-20",342568.214771572,32893.4899370271,0,3.91365483144224,3.01664252891368,"adstockedMedia","3_113_5"
"2537","2019-10-27",381515.031974498,37914.3549534039,0,3.91367943122699,3.01671211708773,"adstockedMedia","3_113_5"
"2538","2019-11-03",3884993.98994781,38359.2023338084,0,3.88467988806298,3.03471411737045,"adstockedMedia","3_113_5"
"2539","2019-11-10",4644790.01607236,38398.6157000725,0,3.88414134534683,3.03523157727541,"adstockedMedia","3_113_5"
"2540","2019-11-17",4724740.63477469,8402.10771443221,0,3.8841313442149,3.03524645144212,"adstockedMedia","3_113_5"
"2541","2019-11-24",4777366.09915417,744.424634888758,0,3.88413115848657,3.03524687899377,"adstockedMedia","3_113_5"
"2542","2019-12-01",4779094.24440713,65.9558358288328,0,3.88413115503746,3.02724689128356,"adstockedMedia","3_113_5"
"2543","2019-12-08",4812350.99423443,5.84367050202471,0,3.9341311549734,3.02701693501119,"adstockedMedia","3_113_5"
"2544","2019-12-15",4813443.09850411,15000.5177477399,0,3.93505969152382,3.02701032501513,"adstockedMedia","3_113_5"
"2545","2019-12-22",4803478.96165196,16329.0421078895,0,3.93507693512635,3.02701013501358,"adstockedMedia","3_113_5"
"2546","2019-12-29",4728751.75359776,1446.7490327896,0,3.93507725535265,3.02701012955207,"adstockedMedia","3_113_5"
"2547","2020-01-05",5195845.38858002,128.181601226097,0,3.95907726129949,3.20001012939508,"adstockedMedia","3_113_5"
"2548","2020-01-12",1202471.72789137,12511.3568576999,0,3.9595229589547,3.20498294141997,"adstockedMedia","3_113_5"
"2549","2020-01-19",1255935.02788522,13608.5030777168,0,3.95953123588597,3.20512588280411,"adstockedMedia","3_113_5"
"2550","2020-01-26",1279690.68646574,13705.7099574683,0,3.95953138959464,3.20512999159391,"adstockedMedia","3_113_5"
"2551","2020-02-02",1280470.78843902,13714.322462619,0,3.93853139244912,3.15113010969934,"adstockedMedia","3_113_5"
"2552","2020-02-09",1278026.40587608,16215.085528414,0,3.93814140715046,3.14957790587118,"adstockedMedia","3_113_5"
"2553","2020-02-16",422968.56583624,16436.6525084468,0,3.93813416483837,3.14953328842685,"adstockedMedia","3_113_5"
"2554","2020-02-23",354889.684923833,16456.2832872729,0,3.93813403034334,3.14953200591723,"adstockedMedia","3_113_5"
"2555","2020-03-01",287292.731494805,41458.0225693503,0,3.93813402784567,3.10353196905203,"adstockedMedia","3_113_5"
"2556","2020-03-08",385169.403877529,28673.1703952553,0,3.95413402779928,3.10220971739495,"adstockedMedia","3_113_5"
"2557","2020-03-15",328383.534313207,27540.4357011428,0,3.95443115949493,3.10217170982878,"adstockedMedia","3_113_5"
"2558","2020-03-22",257118.767283026,27440.0756915178,0,3.95443667744774,3.10217061731733,"adstockedMedia","3_113_5"
"2559","2020-03-29",214443.413894139,27431.1838198516,0,3.95443677992015,3.10217058591354,"adstockedMedia","3_113_5"
"2560","2020-04-05",213042.016106072,17430.3960022535,0,4.12543678182314,3.04517058501086,"adstockedMedia","3_113_5"
"2561","2020-04-12",41995.9961998624,1544.32871143225,0,4.12861237686496,3.04353214402725,"adstockedMedia","3_113_5"
"2562","2020-04-19",36379.0886661408,136.827136265042,0,4.12867134998635,3.04348504773226,"adstockedMedia","3_113_5"
"2563","2020-04-26",36194.6374274644,12.122849934668,0,4.12867244516032,3.04348369396912,"adstockedMedia","3_113_5"
"2564","2020-05-03",473688.58031165,1.07408146183666,0,4.53767246549851,3.24548365505577,"adstockedMedia","3_113_5"
"2565","2020-05-10",488055.257917427,0.0951633479650736,0,4.54526789486831,3.25129005873456,"adstockedMedia","3_113_5"
"2566","2020-05-17",488527.039135854,0.00843144874731936,0,4.54540894754421,3.25145696135919,"adstockedMedia","3_113_5"
"2567","2020-05-24",488542.531758725,0.000747024243039075,14593572,4.54541156699552,3.25146175890474,"adstockedMedia","3_113_5"
"2568","2020-05-31",3008543.04051438,6.6186160458548e-05,14953431.5503704,4.54541161564064,3.25146189680816,"adstockedMedia","3_113_5"
"2569","2020-06-07",3091296.26593508,5000.00000586408,14962305.2446237,4.82141161654402,3.44146190077214,"adstockedMedia","3_113_5"
"2570","2020-06-14",3094013.76392515,25442.9987457095,14962524.0590185,4.82653713832564,3.44692337074496,"adstockedMedia","3_113_5"
"2571","2020-06-21",3146897.6526864,27254.2433036435,15007529.4547125,4.82663232301204,3.4470803583957,"adstockedMedia","3_113_5"
"2572","2020-06-28",2711134.28422778,27414.7191169228,15008639.2324598,4.82663409066125,3.44708487093951,"adstockedMedia","3_113_5"
"2573","2020-07-05",10428754.7762199,99928.937233706,15008666.5982152,4.35363412348779,3.44808500065067,"adstockedMedia","3_113_5"
"2574","2020-07-12",14037190.4346915,111353.678760538,15008667.2730211,4.34485016831924,3.44811374895737,"adstockedMedia","3_113_5"
"2575","2020-07-19",14158686.3192852,127365.907992639,15067329.2896609,4.34468704385041,3.44811457531532,"adstockedMedia","3_113_5"
"2576","2020-07-26",18660381.4209898,443784.587484142,15068775.8228971,4.34468401450978,3.44811459906863,"adstockedMedia","3_113_5"
"2577","2020-08-02",19488210.6727031,834319.203078018,430239.492628914,4.25768395825271,3.32011459975141,"adstockedMedia","3_113_5"
"2578","2020-08-09",19503465.0655787,878920.472010279,10609.1771342214,4.25606830360818,3.31643529376085,"adstockedMedia","3_113_5"
"2579","2020-08-16",19508965.9981015,895372.133244452,261.609269705899,4.25603829972034,3.31632953366206,"adstockedMedia","3_113_5"
"2580","2020-08-23",19506146.6408861,881829.746301058,6.45096307943551,4.25603774252621,3.31632649363263,"adstockedMedia","3_113_5"
"2581","2020-08-30",19506054.0572131,505629.894216498,0.159072821460125,4.2560377321787,3.31632640624827,"adstockedMedia","3_113_5"
"2582","2020-09-06",21027120.6768972,472298.681733681,0.00392254028052799,4.15503773198654,3.37132640373644,"adstockedMedia","3_113_5"
"2583","2020-09-13",21034570.336995,144345.544672572,9.67250226099847e-05,4.15316208814874,3.37290735546549,"adstockedMedia","3_113_5"
"2584","2020-09-20",21039814.973216,169788.97903274,2.38512018483153e-06,4.15312725607151,3.37295279925611,"adstockedMedia","3_113_5"
"2585","2020-09-27",21039987.1995953,172043.260931715,5.88141325024985e-08,4.15312660921438,3.3729541055187,"adstockedMedia","3_113_5"
"2586","2020-10-04",21740322.3952641,219242.989742225,1.45028422635473e-09,4.08512659720177,3.37295414306667,"adstockedMedia","3_113_5"
"2587","2020-10-11",13890320.4050327,133424.873869497,3.57622266574107e-11,4.08386378726851,3.39895414414597,"adstockedMedia","3_113_5"
"2588","2020-10-18",3392537.52681764,110821.410340261,8.81852558453737e-13,4.08384033596489,3.39970150321031,"adstockedMedia","3_113_5"
"2589","2020-10-25",884805.297629539,108818.749144182,2.17454003158456e-14,4.08383990045704,3.39972298573138,"adstockedMedia","3_113_5"
"2590","2020-11-01",802454.945026147,108641.313864801,5.36214847213811e-16,4.08383989236934,3.38772360323739,"adstockedMedia","3_113_5"
"2591","2020-11-08",96351.4768052541,44625.5931435777,1.32223991371184e-17,4.10283989221915,3.38737868604889,"adstockedMedia","3_113_5"
"2592","2020-11-15",163164.045186491,38953.8163531919,3.26048112710232e-19,4.10319273610596,3.38736877154979,"adstockedMedia","3_113_5"
"2593","2020-11-22",165358.074716635,3451.29835296431,8.03994575413131e-21,4.10319928867488,3.38736848656169,"adstockedMedia","3_113_5"
"2594","2020-11-29",165430.123519664,1053305.78416793,1.98255181396563e-22,4.10319941036088,3.38736847836983,"adstockedMedia","3_113_5"
"2595","2020-12-06",199432.489499677,1146322.62813753,4.88872912238085e-24,4.02719941262068,3.50936847813436,"adstockedMedia","3_113_5"
"2596","2020-12-13",165549.078741229,1154563.89716954,1.20550052027185e-25,4.02578803710421,3.51287531666855,"adstockedMedia","3_113_5"
"2597","2020-12-20",164436.395819629,1155294.07153753,2.97261612987051e-27,4.0257618268291,3.51297611926305,"adstockedMedia","3_113_5"
"2598","2020-12-27",164399.856898183,1155358.76480329,7.33010604887474e-29,4.02576134008514,3.51297901679111,"adstockedMedia","3_113_5"
"2599","2021-01-03",4388163.85701208,1515364.4966104,1.80751406640892e-30,4.03976133104594,3.39397910007933,"adstockedMedia","3_113_5"
"2600","2021-01-10",4491866.24743256,1494260.91410074,4.45710754862498e-32,4.04002132111253,3.39055849766707,"adstockedMedia","3_113_5"
"2601","2021-01-17",4632071.68614629,1627391.14198659,1.09906794470917e-33,4.04002614931813,3.39046017389352,"adstockedMedia","3_113_5"
"2602","2021-01-24",4602675.83294498,1189186.44676664,2.71016647884097e-35,4.04002623898143,3.39045734761812,"adstockedMedia","3_113_5"
"2603","2021-01-31",4636710.51501828,1150361.62074289,6.68293746386794e-37,4.04002624064655,3.39045726637803,"adstockedMedia","3_113_5"
"2604","2021-02-07",4637828.16547428,1146921.75090074,1.64793024689279e-38,4.06202624067747,3.35745726404282,"adstockedMedia","3_113_5"
"2605","2021-02-14",3760299.86752248,1146616.979296,4.06359346216649e-40,4.06243479676075,3.35650869289494,"adstockedMedia","3_113_5"
"2606","2021-02-21",2928483.0887952,1011589.97660831,1.00203220718216e-41,4.06244238394588,3.3564814266174,"adstockedMedia","3_113_5"
"2607","2021-02-28",2901167.41121514,1019626.61805683,2.47088827555855e-43,4.06244252484546,3.35648064285975,"adstockedMedia","3_113_5"
"2608","2021-03-07",1205270.40329136,415338.662472278,6.09290682129022e-45,4.06244252746207,3.33548062033097,"adstockedMedia","3_113_5"
"2609","2021-03-14",84579.3623969213,361798.901260814,1.50243594176807e-46,4.11744252751066,3.33487698354109,"adstockedMedia","3_113_5"
"2610","2021-03-21",22777.4657259206,357055.291853925,3.70482238662975e-48,4.11846391771832,3.33485963225618,"adstockedMedia","3_113_5"
"2611","2021-03-28",20747.9795139645,336635.00925094,9.13563669165188e-50,4.11848288568115,3.33485913350081,"adstockedMedia","3_113_5"
"2612","2021-04-04",681.334079012134,189825.777337031,2.25273573337962e-51,4.17248323793008,3.3868591191643,"adstockedMedia","3_113_5"
"2613","2021-04-11",22.3740401763396,151818.516233,5.55496946270071e-53,4.17348606394733,3.38835383681884,"adstockedMedia","3_113_5"
"2614","2021-04-18",47000.7347315938,148451.082437562,1.36978720026089e-54,4.17350468715957,3.38839680184735,"adstockedMedia","3_113_5"
"2615","2021-04-25",48543.4371472023,148152.728648384,3.37772689228492e-56,4.17350503300624,3.38839803685898,"adstockedMedia","3_113_5"
"2616","2021-05-02",48594.0972960047,148126.294577539,8.32905940184853e-58,4.17850503942886,3.50339807235887,"adstockedMedia","3_113_5"
"2617","2021-05-09",48595.7609030949,13123.9525254956,2.05384368635537e-59,4.1785978932033,3.50670369987283,"adstockedMedia","3_113_5"
