"","ds","dep_var","trend","season","holiday","cag_V","Influencer_S","Social_Media_S","Radio_S","chicken","intercept","depVarHat","solID"
"12","2019-12-29",64776493.72,1393993.09207084,-1607446.48330315,-322460.541282049,8856702.44498393,370731.028421808,1821.33803976638,2619.46288812002,10186705.8812936,109789974.949989,18882666.2231129,"2_122_12"
"13","2020-01-05",64894467.84,1400615.79404607,-1335460.56607766,0,8704843.84450324,416560.194963143,1952.13037653508,2619.46288812002,10569170.4146011,109789974.949989,19760301.2753005,"2_122_12"
"14","2020-01-12",24732351.93,1407238.4976797,-1163613.85421498,0,8589019.23081695,113002.836503774,1322.05246212145,2619.46288812002,10925828.6361619,109789974.949989,19875416.8622976,"2_122_12"
"15","2020-01-19",26557621.63,1413861.20131332,-1201586.1071272,63272.9278005072,8558132.99319139,20596.009978581,1200.16096866499,2619.46288812002,11055202.4518629,109789974.949989,19913299.1008763,"2_122_12"
"16","2020-01-26",26292907.18,1420483.90494695,-1335640.38856758,0,8614758.49143606,8121.52690533299,457.847401955927,2619.46288812002,11055606.3432607,109789974.949989,19766407.1882715,"2_122_12"
"17","2020-02-02",28287255.18,1427106.60518773,-1376887.56586307,0,8563280.74236023,7652.4082600536,37.9998175504312,2619.46288812002,10940253.0654206,109789974.949989,19564062.7180713,"2_122_12"
"18","2020-02-09",32890363.52,1433729.30542852,-1323042.06836362,0,8498933.87774977,7715.54165403905,4.95997248885557,2619.46288812002,10829792.6827608,109789974.949989,19449753.7620901,"2_122_12"
"19","2020-02-16",5841619.91,1440352.0056693,-1370071.40625373,-140135.386267506,8089687.81882723,2330.92611668098,5.58452091136672,2619.46288812002,10788977.8377052,109789974.949989,18813766.8432062,"2_122_12"
"20","2020-02-23",5115095.26,1446974.70198022,-1640063.91917116,0,7554321.90526819,490.98652054556,6.26170265345441,2619.46288812002,10788849.7677959,109789974.949989,18153199.1669845,"2_122_12"
"21","2020-03-01",3178917.26,1453597.39829114,-1987231.70268428,0,7456514.41367283,147.677684445385,17.2597773276973,2619.46288812002,10689092.3205099,109789974.949989,17614756.8301395,"2_122_12"
"22","2020-03-08",36760762.07,1460220.09167441,-2158401.16576826,0,7266047.95181332,155.372640408559,23.7077237025708,2619.46288812002,10593688.4793458,109789974.949989,17164353.9003175,"2_122_12"
