"","ds","Influencer_S","Social_Media_S","Radio_S","chicken","type","solID"
"694","2020-03-01",275638.66,40000,693000,NA,"rawSpend","5_37_15"
"695","2020-03-08",375735.12,25000,693000,NA,"rawSpend","5_37_15"
"696","2020-03-15",315735.12,25000,693000,NA,"rawSpend","5_37_15"
"697","2020-03-22",246335.12,25000,693000,NA,"rawSpend","5_37_15"
"698","2020-03-29",206000,25000,693000,NA,"rawSpend","5_37_15"
"699","2020-04-05",206000,15000,693000,NA,"rawSpend","5_37_15"
"700","2020-04-12",35000,2e+05,693000,NA,"rawSpend","5_37_15"
"701","2020-04-19",35000,2e+05,693000,NA,"rawSpend","5_37_15"
"702","2020-04-26",35000,2e+05,693000,NA,"rawSpend","5_37_15"
"703","2020-05-03",472500,2e+05,693000,NA,"rawSpend","5_37_15"
"704","2020-05-10",472500,2e+05,693000,NA,"rawSpend","5_37_15"
"705","2020-05-17",472500,2e+05,693000,NA,"rawSpend","5_37_15"
"706","2020-05-24",472500,2e+05,14593572,NA,"rawSpend","5_37_15"
"707","2020-05-31",2992500,2e+05,14593572,NA,"rawSpend","5_37_15"
"708","2020-06-07",2992500,5000,14593572,NA,"rawSpend","5_37_15"
"709","2020-06-14",2992500,25000,14593572,NA,"rawSpend","5_37_15"
"710","2020-06-21",3045294.65,25000,14638572,NA,"rawSpend","5_37_15"
"711","2020-06-28",2607794.65,25000,14638572,NA,"rawSpend","5_37_15"
"712","2020-07-05",10339724.99,97500,14638572,NA,"rawSpend","5_37_15"
"713","2020-07-12",13694724.99,102500,14638572,NA,"rawSpend","5_37_15"
"714","2020-07-19",13697724.99,117500,14697234,NA,"rawSpend","5_37_15"
"715","2020-07-26",18195430.34,432500,14697234,NA,"rawSpend","5_37_15"
"716","2020-08-02",18875430.34,795000,58662,NA,"rawSpend","5_37_15"
"717","2020-08-09",18863500,805000,693000,NA,"rawSpend","5_37_15"
"718","2020-08-16",18868500,817500,693000,NA,"rawSpend","5_37_15"
"719","2020-08-23",18865500,802500,693000,NA,"rawSpend","5_37_15"
"720","2020-08-30",18865500,427500,693000,NA,"rawSpend","5_37_15"
"721","2020-09-06",20386569.66,427500,693000,NA,"rawSpend","5_37_15"
"722","2020-09-13",20344069.66,102500,693000,NA,"rawSpend","5_37_15"
"723","2020-09-20",20349069.66,157000,693000,NA,"rawSpend","5_37_15"
"724","2020-09-27",20349069.66,157000,693000,NA,"rawSpend","5_37_15"
"725","2020-10-04",21049399.2,204000,693000,NA,"rawSpend","5_37_15"
"726","2020-10-11",13176399.2,114000,693000,NA,"rawSpend","5_37_15"
"727","2020-10-18",2936399.2,99000,693000,NA,"rawSpend","5_37_15"
"728","2020-10-25",773399.2,99000,693000,NA,"rawSpend","5_37_15"
"729","2020-11-01",773399.2,99000,693000,NA,"rawSpend","5_37_15"
"730","2020-11-08",70000,35000,693000,NA,"rawSpend","5_37_15"
"731","2020-11-15",160000,35000,693000,NA,"rawSpend","5_37_15"
"732","2020-11-22",160000,2e+05,693000,NA,"rawSpend","5_37_15"
"733","2020-11-29",160000,1053000,693000,NA,"rawSpend","5_37_15"
"734","2020-12-06",194000,1053000,693000,NA,"rawSpend","5_37_15"
"735","2020-12-13",159000,1053000,693000,NA,"rawSpend","5_37_15"
"736","2020-12-20",159000,1053000,693000,NA,"rawSpend","5_37_15"
"737","2020-12-27",159000,1053000,693000,NA,"rawSpend","5_37_15"
"738","2021-01-03",4382765.2,1413000,693000,NA,"rawSpend","5_37_15"
"739","2021-01-10",4347765.2,1360000,693000,NA,"rawSpend","5_37_15"
"740","2021-01-17",4484565.2,1495000,693000,NA,"rawSpend","5_37_15"
"741","2021-01-24",4450565.2,1045000,693000,NA,"rawSpend","5_37_15"
"742","2021-01-31",4485565.2,1045000,693000,NA,"rawSpend","5_37_15"
"743","2021-02-07",4485565.2,1045000,693000,NA,"rawSpend","5_37_15"
"744","2021-02-14",3608000.2,1045000,693000,NA,"rawSpend","5_37_15"
"745","2021-02-21",2805000.2,910000,693000,NA,"rawSpend","5_37_15"
"746","2021-02-28",2805000.2,930000,693000,NA,"rawSpend","5_37_15"
"747","2021-03-07",1110000.2,325000,693000,NA,"rawSpend","5_37_15"
"748","2021-03-14",45000,325000,693000,NA,"rawSpend","5_37_15"
"749","2021-03-21",20000,325000,693000,NA,"rawSpend","5_37_15"
"750","2021-03-28",20000,305000,693000,NA,"rawSpend","5_37_15"
"751","2021-04-04",20000,160000,693000,NA,"rawSpend","5_37_15"
"752","2021-04-11",20000,135000,693000,NA,"rawSpend","5_37_15"
"753","2021-04-18",47000,135000,693000,NA,"rawSpend","5_37_15"
"754","2021-04-25",47000,135000,693000,NA,"rawSpend","5_37_15"
"755","2021-05-02",47000,135000,693000,NA,"rawSpend","5_37_15"
"756","2021-05-09",47000,2e+05,693000,NA,"rawSpend","5_37_15"
"757","2021-05-16",97000,2e+05,693000,NA,"rawSpend","5_37_15"
"758","2019-10-13",90003.23,30000,693000,2.93,"predictedExposure","5_37_15"
"759","2019-10-20",339515.58,30000,693000,2.93,"predictedExposure","5_37_15"
"760","2019-10-27",370265.58,35000,693000,2.93,"predictedExposure","5_37_15"
"761","2019-11-03",3872465.58,35000,693000,2.948,"predictedExposure","5_37_15"
"762","2019-11-10",4517212.35,35000,693000,2.948,"predictedExposure","5_37_15"
"763","2019-11-17",4572212.35,5000,693000,2.948,"predictedExposure","5_37_15"
"764","2019-11-24",4622212.35,2e+05,693000,2.948,"predictedExposure","5_37_15"
"765","2019-12-01",4622212.35,2e+05,693000,2.94,"predictedExposure","5_37_15"
"766","2019-12-08",4655412.35,2e+05,693000,2.94,"predictedExposure","5_37_15"
"767","2019-12-15",4655412.35,15000,693000,2.94,"predictedExposure","5_37_15"
"768","2019-12-22",4645412.35,15000,693000,2.94,"predictedExposure","5_37_15"
"769","2019-12-29",4571012.35,2e+05,693000,2.94,"predictedExposure","5_37_15"
"770","2020-01-05",5040559.92,2e+05,693000,3.113,"predictedExposure","5_37_15"
"771","2020-01-12",1031847.57,12500,693000,3.113,"predictedExposure","5_37_15"
"772","2020-01-19",1216447.57,12500,693000,3.113,"predictedExposure","5_37_15"
"773","2020-01-26",1238447.57,12500,693000,3.113,"predictedExposure","5_37_15"
"774","2020-02-02",1238447.57,12500,693000,3.059,"predictedExposure","5_37_15"
"775","2020-02-09",1235977.57,15000,693000,3.059,"predictedExposure","5_37_15"
"776","2020-02-16",381000,15000,693000,3.059,"predictedExposure","5_37_15"
"777","2020-02-23",341000,15000,693000,3.059,"predictedExposure","5_37_15"
"778","2020-03-01",275638.66,40000,693000,3.013,"predictedExposure","5_37_15"
"779","2020-03-08",375735.12,25000,693000,3.013,"predictedExposure","5_37_15"
"780","2020-03-15",315735.12,25000,693000,3.013,"predictedExposure","5_37_15"
"781","2020-03-22",246335.12,25000,693000,3.013,"predictedExposure","5_37_15"
"782","2020-03-29",206000,25000,693000,3.013,"predictedExposure","5_37_15"
"783","2020-04-05",206000,15000,693000,2.956,"predictedExposure","5_37_15"
"784","2020-04-12",35000,2e+05,693000,2.956,"predictedExposure","5_37_15"
"785","2020-04-19",35000,2e+05,693000,2.956,"predictedExposure","5_37_15"
"786","2020-04-26",35000,2e+05,693000,2.956,"predictedExposure","5_37_15"
"787","2020-05-03",472500,2e+05,693000,3.158,"predictedExposure","5_37_15"
"788","2020-05-10",472500,2e+05,693000,3.158,"predictedExposure","5_37_15"
"789","2020-05-17",472500,2e+05,693000,3.158,"predictedExposure","5_37_15"
"790","2020-05-24",472500,2e+05,14593572,3.158,"predictedExposure","5_37_15"
"791","2020-05-31",2992500,2e+05,14593572,3.158,"predictedExposure","5_37_15"
"792","2020-06-07",2992500,5000,14593572,3.348,"predictedExposure","5_37_15"
"793","2020-06-14",2992500,25000,14593572,3.348,"predictedExposure","5_37_15"
"794","2020-06-21",3045294.65,25000,14638572,3.348,"predictedExposure","5_37_15"
"795","2020-06-28",2607794.65,25000,14638572,3.348,"predictedExposure","5_37_15"
"796","2020-07-05",10339724.99,97500,14638572,3.349,"predictedExposure","5_37_15"
"797","2020-07-12",13694724.99,102500,14638572,3.349,"predictedExposure","5_37_15"
"798","2020-07-19",13697724.99,117500,14697234,3.349,"predictedExposure","5_37_15"
"799","2020-07-26",18195430.34,432500,14697234,3.349,"predictedExposure","5_37_15"
"800","2020-08-02",18875430.34,795000,58662,3.221,"predictedExposure","5_37_15"
"801","2020-08-09",18863500,805000,693000,3.221,"predictedExposure","5_37_15"
"802","2020-08-16",18868500,817500,693000,3.221,"predictedExposure","5_37_15"
"803","2020-08-23",18865500,802500,693000,3.221,"predictedExposure","5_37_15"
"804","2020-08-30",18865500,427500,693000,3.221,"predictedExposure","5_37_15"
"805","2020-09-06",20386569.66,427500,693000,3.276,"predictedExposure","5_37_15"
"806","2020-09-13",20344069.66,102500,693000,3.276,"predictedExposure","5_37_15"
"807","2020-09-20",20349069.66,157000,693000,3.276,"predictedExposure","5_37_15"
"808","2020-09-27",20349069.66,157000,693000,3.276,"predictedExposure","5_37_15"
"809","2020-10-04",21049399.2,204000,693000,3.276,"predictedExposure","5_37_15"
"810","2020-10-11",13176399.2,114000,693000,3.302,"predictedExposure","5_37_15"
"811","2020-10-18",2936399.2,99000,693000,3.302,"predictedExposure","5_37_15"
"812","2020-10-25",773399.2,99000,693000,3.302,"predictedExposure","5_37_15"
"813","2020-11-01",773399.2,99000,693000,3.29,"predictedExposure","5_37_15"
"814","2020-11-08",70000,35000,693000,3.29,"predictedExposure","5_37_15"
"815","2020-11-15",160000,35000,693000,3.29,"predictedExposure","5_37_15"
"816","2020-11-22",160000,2e+05,693000,3.29,"predictedExposure","5_37_15"
"817","2020-11-29",160000,1053000,693000,3.29,"predictedExposure","5_37_15"
"818","2020-12-06",194000,1053000,693000,3.412,"predictedExposure","5_37_15"
"819","2020-12-13",159000,1053000,693000,3.412,"predictedExposure","5_37_15"
"820","2020-12-20",159000,1053000,693000,3.412,"predictedExposure","5_37_15"
"821","2020-12-27",159000,1053000,693000,3.412,"predictedExposure","5_37_15"
"822","2021-01-03",4382765.2,1413000,693000,3.293,"predictedExposure","5_37_15"
"823","2021-01-10",4347765.2,1360000,693000,3.293,"predictedExposure","5_37_15"
"824","2021-01-17",4484565.2,1495000,693000,3.293,"predictedExposure","5_37_15"
"825","2021-01-24",4450565.2,1045000,693000,3.293,"predictedExposure","5_37_15"
"826","2021-01-31",4485565.2,1045000,693000,3.293,"predictedExposure","5_37_15"
"827","2021-02-07",4485565.2,1045000,693000,3.26,"predictedExposure","5_37_15"
"828","2021-02-14",3608000.2,1045000,693000,3.26,"predictedExposure","5_37_15"
"829","2021-02-21",2805000.2,910000,693000,3.26,"predictedExposure","5_37_15"
"830","2021-02-28",2805000.2,930000,693000,3.26,"predictedExposure","5_37_15"
"831","2021-03-07",1110000.2,325000,693000,3.239,"predictedExposure","5_37_15"
"832","2021-03-14",45000,325000,693000,3.239,"predictedExposure","5_37_15"
"833","2021-03-21",20000,325000,693000,3.239,"predictedExposure","5_37_15"
"834","2021-03-28",20000,305000,693000,3.239,"predictedExposure","5_37_15"
"835","2021-04-04",20000,160000,693000,3.291,"predictedExposure","5_37_15"
"836","2021-04-11",20000,135000,693000,3.291,"predictedExposure","5_37_15"
"837","2021-04-18",47000,135000,693000,3.291,"predictedExposure","5_37_15"
"838","2021-04-25",47000,135000,693000,3.291,"predictedExposure","5_37_15"
"839","2021-05-02",47000,135000,693000,3.406,"predictedExposure","5_37_15"
"840","2021-05-09",47000,2e+05,693000,3.406,"predictedExposure","5_37_15"
"841","2019-10-06",90003.23,30000,693000,2.93,"adstockedMedia","5_37_15"
"842","2019-10-13",155880.985661481,59119.0018775175,1359836.75886738,5.85998955167078,"adstockedMedia","5_37_15"
"843","2019-10-20",429628.407599855,69831.2840156889,1942056.09959706,8.78906807647487,"adstockedMedia","5_37_15"
"844","2019-10-27",646367.019880348,74835.6435954039,2380504.28088735,11.7057388607664,"adstockedMedia","5_37_15"
"845","2019-11-03",4238396.62068788,79688.8105749902,2652222.95392643,14.562373281421,"adstockedMedia","5_37_15"
"846","2019-11-10",7464165.97846589,81474.1909313521,2784764.78321247,17.1124359858147,"adstockedMedia","5_37_15"
"847","2019-11-17",8935646.32156424,51474.9175279712,2833524.19730206,18.8790641602809,"adstockedMedia","5_37_15"
"848","2019-11-24",9330243.73534192,217355.915650454,2846504.51862736,19.5402687124967,"adstockedMedia","5_37_15"
"849","2019-12-01",9411011.24998429,395917.145716146,2848906.56888467,19.6101415053264,"adstockedMedia","5_37_15"
"850","2019-12-08",9460753.10119091,465542.620034545,2849203.67872834,19.618082883839,"adstockedMedia","5_37_15"
"851","2019-12-15",9487012.05488062,280570.957302693,2849227.31728915,19.6208278783509,"adstockedMedia","5_37_15"
"852","2019-12-22",9486028.28061716,101003.779058001,2849228.48233231,19.6168162024509,"adstockedMedia","5_37_15"
"853","2019-12-29",9405548.32194901,219944.705872611,2849228.51660984,19.6094369321882,"adstockedMedia","5_37_15"
"854","2020-01-05",9817996.47534247,399485.000042393,2849228.51719035,19.7755258216529,"adstockedMedia","5_37_15"
"855","2020-01-12",6132562.63402328,278044.073227783,2849228.5171958,19.9437507779948,"adstockedMedia","5_37_15"
"856","2020-01-19",3506633.75419592,96077.1955682082,2849228.51719583,20.1149399565906,"adstockedMedia","5_37_15"
"857","2020-01-26",2601737.63741561,29125.4322046373,2849228.51719583,20.2869879337298,"adstockedMedia","5_37_15"
"858","2020-02-02",2518677.66687054,29098.1848314183,2849228.51719583,20.4005922568181,"adstockedMedia","5_37_15"
"859","2020-02-09",2522957.59668681,31598.1848314183,2849228.51719583,20.4960964967599,"adstockedMedia","5_37_15"
"860","2020-02-16",1667215.17886961,34024.7683212114,2849228.51719583,20.5453604603045,"adstockedMedia","5_37_15"
"861","2020-02-23",1000786.12663034,34917.4584993924,2849228.51719583,20.5295885597768,"adstockedMedia","5_37_15"
"862","2020-03-01",675836.108160727,59917.821797702,2849228.51719583,20.4348407227997,"adstockedMedia","5_37_15"
"863","2020-03-08",685414.589159325,69183.6566956332,2849228.51719583,20.3421976756371,"adstockedMedia","5_37_15"
"864","2020-03-15",678293.36223739,63551.0575386839,2849228.51719583,20.263984762286,"adstockedMedia","5_37_15"
"865","2020-03-22",589417.649988102,58198.5494526941,2849228.51719583,20.2063382354125,"adstockedMedia","5_37_15"
"866","2020-03-29",485764.568443066,58196.3696628366,2849228.51719583,20.1606588416117,"adstockedMedia","5_37_15"
"867","2020-04-05",435465.845409511,48196.3696628366,2849228.51719583,20.0638992060501,"adstockedMedia","5_37_15"
"868","2020-04-12",250925.879821618,223490.035703664,2849228.51719583,19.9794464545647,"adstockedMedia","5_37_15"
"869","2020-04-19",124151.665619389,399486.453235632,2849228.51719583,19.9123650033462,"adstockedMedia","5_37_15"
"870","2020-04-26",78044.6242970908,465544.073227783,2849228.51719583,19.8546755144294,"adstockedMedia","5_37_15"
"871","2020-05-03",509163.412533816,465570.957302693,2849228.51719583,20.001446873237,"adstockedMedia","5_37_15"
"872","2020-05-10",829132.13172775,465570.957302693,2849228.51719583,20.1541875936449,"adstockedMedia","5_37_15"
"873","2020-05-17",946934.836518367,465570.957302693,2849228.51719583,20.3221062739836,"adstockedMedia","5_37_15"
"874","2020-05-24",963259.551950897,465570.957302693,16749800.5171958,20.5106728854001,"adstockedMedia","5_37_15"
"875","2020-05-31",3483921.88394168,465570.957302693,30125575.955699,20.7051982813853,"adstockedMedia","5_37_15"
"876","2020-06-07",5328439.09996294,270570.957302693,41804049.0662406,21.0697561914078,"adstockedMedia","5_37_15"
"877","2020-06-14",6006996.77266391,101297.445098829,50598681.8401149,21.3803097915911,"adstockedMedia","5_37_15"
"878","2020-06-21",6153821.80856393,51080.2791190602,56093963.1941179,21.6145994776749,"adstockedMedia","5_37_15"
"879","2020-06-28",5758779.82123887,58193.4632763599,58795860.5897187,21.807901571121,"adstockedMedia","5_37_15"
"880","2020-07-05",13184734.5503703,130696.369662837,59811709.9642685,21.9930034533973,"adstockedMedia","5_37_15"
"881","2020-07-12",22083276.5138485,206067.290866837,60100546.9907095,22.1581986476778,"adstockedMedia","5_37_15"
"882","2020-07-19",26607688.404731,251808.473013671,60225034.6946577,22.272590970972,"adstockedMedia","5_37_15"
"883","2020-07-26",32298831.7335494,583163.88995977,60296048.1968804,22.315301241975,"adstockedMedia","5_37_15"
"884","2020-08-02",36408615.9558157,1256770.27733941,45710401.0368752,22.1921889928984,"adstockedMedia","5_37_15"
"885","2020-08-09",38110804.6414902,1731106.02560007,32296806.3521854,22.0650786663158,"adstockedMedia","5_37_15"
"886","2020-08-16",38458053.5907279,1882798.21098249,20631854.3845365,21.9377157264191,"adstockedMedia","5_37_15"
"887","2020-08-23",38487683.3556217,1883554.56739907,11914476.5041246,21.8105175783129,"adstockedMedia","5_37_15"
"888","2020-08-30",38487482.4463937,1498459.97054445,6580295.22267709,21.6865296016028,"adstockedMedia","5_37_15"
"889","2020-09-06",40007922.6426805,1129118.12249794,4030367.18896818,21.6309140219568,"adstockedMedia","5_37_15"
"890","2020-09-13",41078663.2213228,670212.415980944,3121924.23902887,21.6095229961643,"adstockedMedia","5_37_15"
"891","2020-09-20",41462127.7015053,409202.067561399,2892391.78591908,21.6364030831188,"adstockedMedia","5_37_15"
"892","2020-09-27",41511100.1275084,346051.864475367,2853535.67064507,21.6885127522322,"adstockedMedia","5_37_15"
"893","2020-10-04",42213492.932016,412465.281579465,2849458.49353316,21.7417808352161,"adstockedMedia","5_37_15"
"894","2020-10-11",34853242.2684509,368092.971090725,2849231.12744439,21.8153110229134,"adstockedMedia","5_37_15"
"895","2020-10-18",19039193.3873977,282518.540807974,2849228.15529904,21.8741351148215,"adstockedMedia","5_37_15"
"896","2020-10-25",7287215.4997943,235829.023462921,2849228.49766167,21.9122022806048,"adstockedMedia","5_37_15"
"897","2020-11-01",2653986.48726551,230459.80365469,2849228.51677535,21.9272184290556,"adstockedMedia","5_37_15"
"898","2020-11-08",974157.965488527,166457.623864833,2849228.51719139,21.9404149652922,"adstockedMedia","5_37_15"
"899","2020-11-15",452981.458662813,104337.086526129,2849228.51719581,21.9508875559686,"adstockedMedia","5_37_15"
"900","2020-11-22",326032.14112625,246484.217964697,2849228.51719583,21.9544590338898,"adstockedMedia","5_37_15"
"901","2020-11-29",323988.770656711,1259629.42785432,2849228.51719583,21.9485415712089,"adstockedMedia","5_37_15"
"902","2020-12-06",360282.06649864,2146497.26633168,2849228.51719583,22.0607076234058,"adstockedMedia","5_37_15"
"903","2020-12-13",350294.520118464,2451107.13281545,2849228.51719583,22.1755489734686,"adstockedMedia","5_37_15"
"904","2020-12-20",333832.724253842,2451231.09019868,2849228.51719583,22.2948759848129,"adstockedMedia","5_37_15"
"905","2020-12-27",325676.978503959,2451231.09019868,2849228.51719583,22.4160734683237,"adstockedMedia","5_37_15"
"906","2021-01-03",4548187.67358034,2811231.09019868,2849228.51719583,22.4152675867991,"adstockedMedia","5_37_15"
"907","2021-01-10",7604715.01772172,3107659.11272889,2849228.51719583,22.4016986109973,"adstockedMedia","5_37_15"
"908","2021-01-17",8853224.97596536,3319762.92840333,2849228.51719583,22.355546045628,"adstockedMedia","5_37_15"
"909","2021-01-24",9067535.23420926,2981925.7200313,2849228.51719583,22.2638727084702,"adstockedMedia","5_37_15"
"910","2021-01-31",9119573.35027169,2593338.25956615,2849228.51719583,22.1510998286332,"adstockedMedia","5_37_15"
"911","2021-02-07",9141148.32239419,2432673.6456023,2849228.51719583,22.0152778574518,"adstockedMedia","5_37_15"
"912","2021-02-14",8271945.77901078,2432608.25190657,2849228.51719583,21.9112583764251,"adstockedMedia","5_37_15"
"913","2021-02-21",6827869.59543519,2297608.25190657,2849228.51719583,21.8521421042536,"adstockedMedia","5_37_15"
"914","2021-02-28",6003866.24379783,2186572.74345774,2849228.51719583,21.8168377384625,"adstockedMedia","5_37_15"
"915","2021-03-07",4059898.65687926,1552780.14175431,2849228.51719583,21.7638510928194,"adstockedMedia","5_37_15"
"916","2021-03-14",1722953.84757293,972668.840541108,2849228.51719583,21.714333053876,"adstockedMedia","5_37_15"
"917","2021-03-21",460789.217764944,756640.723807796,2849228.51719583,21.6736451475315,"adstockedMedia","5_37_15"
"918","2021-03-28",92460.9199617779,736552.805616876,2849228.51719583,21.6454954755417,"adstockedMedia","5_37_15"
"919","2021-04-04",43424.0737639287,572140.137698531,2849228.51719583,21.6764696572566,"adstockedMedia","5_37_15"
"920","2021-04-11",40854.6935609847,399256.773865082,2849228.51719583,21.7103172340596,"adstockedMedia","5_37_15"
"921","2021-04-18",67801.5766516768,323212.002246179,2849228.51719583,21.7497680095369,"adstockedMedia","5_37_15"
"922","2021-04-25",87563.8096167153,314264.029162413,2849228.51719583,21.7969208646841,"adstockedMedia","5_37_15"
"923","2021-05-02",94834.0696345823,314260.396179318,2849228.51719583,21.9618662142163,"adstockedMedia","5_37_15"
"924","2021-05-09",95841.5380547336,379260.396179318,2849228.51719583,22.1218006702168,"adstockedMedia","5_37_15"
"925","2021-05-16",145882.413400524,442351.566913939,2849228.51719583,22.2677982775251,"adstockedMedia","5_37_15"
"926","2019-10-13",1.5709441889881e-05,0.000264579453643197,8.4527183925192e-05,0.315295848797166,"saturatedMedia","5_37_15"
"927","2019-10-20",0.000116791806936325,0.000371901439686084,0.000210962757924988,0.425536942143151,"saturatedMedia","5_37_15"
"928","2019-10-27",0.000262043418600837,0.00042843045869091,0.000355680110658687,0.508997710621327,"saturatedMedia","5_37_15"
"929","2019-11-03",0.0107150638633392,0.000487155145633636,0.000469347848526088,0.572505505956184,"saturatedMedia","5_37_15"
"930","2019-11-10",0.0321260891153753,0.000509727802557311,0.000531896260090864,0.618060196889401,"saturatedMedia","5_37_15"
"931","2019-11-17",0.0452448488937587,0.000199342882248934,0.000556116019589754,0.644865330553201,"saturatedMedia","5_37_15"
"932","2019-11-24",0.0490858057584817,0.00378007549620723,0.000562674682186837,0.654055835572081,"saturatedMedia","5_37_15"
"933","2019-12-01",0.0498880883846136,0.0127706550662826,0.000563893527010267,0.655002403924752,"saturatedMedia","5_37_15"
"934","2019-12-08",0.0503848740684805,0.0176983878559554,0.000564044397794648,0.655109695040512,"saturatedMedia","5_37_15"
"935","2019-12-15",0.0506479527670992,0.00635529365268063,0.000564056402385647,0.655146767211121,"saturatedMedia","5_37_15"
"936","2019-12-22",0.0506380864604086,0.000790812956969425,0.000564056994044418,0.655092585652262,"saturatedMedia","5_37_15"
"937","2019-12-29",0.0498336532578623,0.00387237138502403,0.000564057011452023,0.654992882005855,"saturatedMedia","5_37_15"
"938","2020-01-05",0.0540122461324829,0.013004064432166,0.000564057011746828,0.657224644825055,"saturatedMedia","5_37_15"
"939","2020-01-12",0.0220039637893967,0.00623950731731347,0.000564057011749601,0.659459108402044,"saturatedMedia","5_37_15"
"940","2020-01-19",0.00738872586230239,0.000713986305580506,0.000564057011749615,0.66170651488649,"saturatedMedia","5_37_15"
"941","2020-01-26",0.00410665825179862,6.22046351763228e-05,0.000564057011749615,0.663938771781803,"saturatedMedia","5_37_15"
"942","2020-02-02",0.00385225860116516,6.20856804431684e-05,0.000564057011749615,0.665398434485867,"saturatedMedia","5_37_15"
"943","2020-02-09",0.00386517304191442,7.34849988569008e-05,0.000564057011749615,0.666616835354007,"saturatedMedia","5_37_15"
"944","2020-02-16",0.00170637490787858,8.54896483575476e-05,0.000564057011749615,0.667242241699315,"saturatedMedia","5_37_15"
"945","2020-02-23",0.000622198399744363,9.01395401953999e-05,0.000564057011749615,0.667042244622057,"saturatedMedia","5_37_15"
"946","2020-03-01",0.000286205525271534,0.000271940890156902,0.000564057011749615,0.665836270921695,"saturatedMedia","5_37_15"
"947","2020-03-08",0.000294285764847235,0.000364883966541493,0.000564057011749615,0.664649554062305,"saturatedMedia","5_37_15"
"948","2020-03-15",0.00028826781915565,0.000306725433994502,0.000564057011749615,0.663641832862789,"saturatedMedia","5_37_15"
"949","2020-03-22",0.000218336618549799,0.00025622500719718,0.000564057011749615,0.662895643384727,"saturatedMedia","5_37_15"
"950","2020-03-29",0.000148914543459345,0.000256205384881172,0.000564057011749615,0.662302266426048,"saturatedMedia","5_37_15"
"951","2020-04-05",0.00011995251761146,0.000174243148519185,0.000564057011749615,0.661039205175146,"saturatedMedia","5_37_15"
"952","2020-04-12",4.02982074275034e-05,0.00400059542402544,0.000564057011749615,0.659929914099822,"saturatedMedia","5_37_15"
"953","2020-04-19",1.00131492206519e-05,0.0130041599235572,0.000564057011749615,0.65904419024955,"saturatedMedia","5_37_15"
"954","2020-04-26",3.99589887746861e-06,0.0176984988473262,0.000564057011749615,0.658279191820072,"saturatedMedia","5_37_15"
"955","2020-05-03",0.000163441285394335,0.0177005522484812,0.000564057011749615,0.66021951143605,"saturatedMedia","5_37_15"
"956","2020-05-10",0.000428849247612275,0.0177005522484812,0.000564057011749615,0.662218054524388,"saturatedMedia","5_37_15"
"957","2020-05-17",0.000557727608119931,0.0177005522484812,0.000564057011749615,0.66439120262702,"saturatedMedia","5_37_15"
"958","2020-05-24",0.000576903810217451,0.0177005522484812,0.0505337102942928,0.666802100409399,"saturatedMedia","5_37_15"
"959","2020-05-31",0.00729501493419199,0.0177005522484812,0.193625214582795,0.66925708152979,"saturatedMedia","5_37_15"
"960","2020-06-07",0.0167507168832733,0.00590332730669741,0.357617884603948,0.673772182470758,"saturatedMedia","5_37_15"
"961","2020-06-14",0.0211400045525328,0.000795518933627479,0.476106173307384,0.677532597966849,"saturatedMedia","5_37_15"
"962","2020-06-21",0.0221518167152714,0.000196230292682611,0.542146672879303,0.680318755794338,"saturatedMedia","5_37_15"
"963","2020-06-28",0.019479359040266,0.000256179222986956,0.571931164724008,0.682585345179318,"saturatedMedia","5_37_15"
"964","2020-07-05",0.0928296589056226,0.00133891115698195,0.582659999436159,0.684729049848433,"saturatedMedia","5_37_15"
"965","2020-07-12",0.221156249105536,0.00339076186603717,0.585663688003145,0.686620491059758,"saturatedMedia","5_37_15"
"966","2020-07-19",0.291085014720122,0.00510050916682362,0.586951878601046,0.68791841786779,"saturatedMedia","5_37_15"
"967","2020-07-26",0.376001585429037,0.027768200489022,0.587684999024431,0.688400561689525,"saturatedMedia","5_37_15"
"968","2020-08-02",0.433020839021071,0.120755497333113,0.411824957704212,0.687007160035511,"saturatedMedia","5_37_15"
"969","2020-08-09",0.45533996816096,0.209097305666277,0.223047196750425,0.685556791293413,"saturatedMedia","5_37_15"
"970","2020-08-16",0.459794853930871,0.238925891386567,0.0833080247708659,0.684091462855767,"saturatedMedia","5_37_15"
"971","2020-08-23",0.460173418494823,0.239075296291754,0.0217198960568499,0.68261582281753,"saturatedMedia","5_37_15"
"972","2020-08-30",0.460170852405251,0.164440761017748,0.00481417582926979,0.681165545442841,"saturatedMedia","5_37_15"
"973","2020-09-06",0.479265723356312,0.0993598046089665,0.00137266398656422,0.680511168484376,"saturatedMedia","5_37_15"
"974","2020-09-13",0.492320573969936,0.0365741216934658,0.000713090164768382,0.68025884193227,"saturatedMedia","5_37_15"
"975","2020-09-20",0.496916713705163,0.0136502822438494,0.000586237556335121,0.680575859688086,"saturatedMedia","5_37_15"
"976","2020-09-27",0.497500679019787,0.0097269898829584,0.000566246955531946,0.681188835190886,"saturatedMedia","5_37_15"
"977","2020-10-04",0.505801278150092,0.0138707452620477,0.000564173810985502,0.681813271956527,"saturatedMedia","5_37_15"
"978","2020-10-11",0.411944506129603,0.0110218946981557,0.000564058337346931,0.682671655015465,"saturatedMedia","5_37_15"
"979","2020-10-18",0.174732891100688,0.00644526406431328,0.000564056827962893,0.683355390916509,"saturatedMedia","5_37_15"
"980","2020-10-25",0.0306821725842975,0.00446331006309387,0.000564057001829329,0.683796461177179,"saturatedMedia","5_37_15"
