"","solID","mape","decomp.rssd","nrmse","Influencer_S","Social_Media_S","Radio_S","cluster","top_sol"
"1","12_119_15",146.461250585102,0.0103287755237373,0.252225366634796,1,0.0149825142046549,0.939216516521762,"4",TRUE
"2","2_122_12",140.637621728557,0.00423305728103939,0.252874435177123,0.685129706885747,0.571368926930767,0.671325240062467,"3",TRUE
"3","5_37_15",141.821186423193,0.0041920609990914,0.253458817772018,0.791087867321764,0.772827871214838,0.702205946443856,"3",FALSE
"4","8_54_15",123.963860460847,0.00306973295119725,0.253483270242071,0,0,0,"2",TRUE
"5","9_30_5",146.183167181546,0.00648159127391164,0.2524728507292,0.946571002058097,1,0.805071944319045,"1",TRUE
"6","9_85_10",145.492833969166,0.0236587315589782,0.252139790560559,0.66179409904739,0.744990978813897,1,"3",FALSE
