"","ds","Influencer_S","Social_Media_S","Radio_S","chicken","type","solID"
"2203","2020-03-01",2223621.9432061,45518.1916183703,1636665.37488168,12.5133091031247,"saturatedSpendReversed","3_113_2"
"2204","2020-03-08",1601902.10970081,39715.1776476564,1636665.37488168,12.4669170639152,"saturatedSpendReversed","3_113_2"
"2205","2020-03-15",1323246.21220054,34196.9860314159,1636665.37488168,12.4217227520483,"saturatedSpendReversed","3_113_2"
"2206","2020-03-22",1216342.66533839,34196.9860306172,1636665.37488168,12.3841979007709,"saturatedSpendReversed","3_113_2"
"2207","2020-03-29",1103746.06000135,34196.9860306172,1636665.37488168,12.370393279453,"saturatedSpendReversed","3_113_2"
"2208","2020-04-05",979407.008913461,24196.9860306172,1636665.37488168,12.3130475008586,"saturatedSpendReversed","3_113_2"
"2209","2020-04-12",705627.34732438,205518.191618903,1636665.37488168,12.2560646857956,"saturatedSpendReversed","3_113_2"
"2210","2020-04-19",486323.849160548,273575.888235087,1636665.37488168,12.2000630497422,"saturatedSpendReversed","3_113_2"
"2211","2020-04-26",311308.928391962,273575.888244938,1636665.37488168,12.1535648644637,"saturatedSpendReversed","3_113_2"
"2212","2020-05-03",624526.713456017,273575.888244938,1636665.37488168,12.338459138048,"saturatedSpendReversed","3_113_2"
"2213","2020-05-10",1015664.40897092,273575.888244938,1636665.37488168,12.5399697448313,"saturatedSpendReversed","3_113_2"
"2214","2020-05-17",1429796.70280094,273575.888244938,1636665.37488168,12.7384316735341,"saturatedSpendReversed","3_113_2"
"2215","2020-05-24",1745920.15902109,273575.888244938,15537237.3748817,12.9032147160999,"saturatedSpendReversed","3_113_2"
"2216","2020-05-31",4382218.00115532,273575.888244938,29375119.7539221,12.9638350097135,"saturatedSpendReversed","3_113_2"
"2217","2020-06-07",6904790.09565206,78575.8882449376,34465792.1905196,13.1553534287584,"saturatedSpendReversed","3_113_2"
"2218","2020-06-14",9307734.06155078,26839.3972165064,34465792.1908266,13.3452961538246,"saturatedSpendReversed","3_113_2"
"2219","2020-06-21",11181439.303376,34196.9860295523,34510792.1908266,13.5319682740026,"saturatedSpendReversed","3_113_2"
"2220","2020-06-28",11466500.333454,34196.9860306172,34555589.2471676,13.6869622249308,"saturatedSpendReversed","3_113_2"
"2221","2020-07-05",18857013.3053104,106696.986030617,34572069.1632205,13.7449813129833,"saturatedSpendReversed","3_113_2"
"2222","2020-07-12",29549027.1682388,138368.245515547,34572069.1632215,13.7474092272906,"saturatedSpendReversed","3_113_2"
"2223","2020-07-19",39970714.1774123,155207.642725264,34630731.1632215,13.7483917441062,"saturatedSpendReversed","3_113_2"
"2224","2020-07-26",53142154.8098464,475725.834343102,34689128.6058677,13.7492075017426,"saturatedSpendReversed","3_113_2"
"2225","2020-08-02",62785234.3984005,954107.858312905,20072039.8244342,13.6215076022061,"saturatedSpendReversed","3_113_2"
"2226","2020-08-09",68772204.7572014,1097464.15575433,6133823.7214019,13.4935537272503,"saturatedSpendReversed","3_113_2"
"2227","2020-08-16",72724475.3940303,1113642.95018534,1404357.88654325,13.3677956675092,"saturatedSpendReversed","3_113_2"
"2228","2020-08-23",74402230.069593,1103241.44320052,1636665.37486767,13.2633786900418,"saturatedSpendReversed","3_113_2"
"2229","2020-08-30",74656166.7194082,722723.251583611,1636665.37488168,13.2249658307222,"saturatedSpendReversed","3_113_2"
"2230","2020-09-06",76187096.1676938,584768.461143521,1636665.37488168,13.2790036641988,"saturatedSpendReversed","3_113_2"
"2231","2020-09-13",77661496.2872804,259768.461123554,1636665.37488168,13.3339870532336,"saturatedSpendReversed","3_113_2"
"2232","2020-09-20",79073779.3581553,194707.642742835,1636665.37488168,13.3880237196009,"saturatedSpendReversed","3_113_2"
"2233","2020-09-27",80137290.2388836,214757.072269374,1636665.37488168,13.4328903896064,"saturatedSpendReversed","3_113_2"
"2234","2020-10-04",81216013.8407177,261757.072272276,1636665.37488168,13.4493959150953,"saturatedSpendReversed","3_113_2"
"2235","2020-10-11",74061273.242264,189047.406007334,1636665.37488168,13.4758093460233,"saturatedSpendReversed","3_113_2"
"2236","2020-10-18",56632984.0467012,140938.256304407,1636665.37488168,13.5018015130045,"saturatedSpendReversed","3_113_2"
"2237","2020-10-25",37250058.46793,135420.064682043,1636665.37488168,13.5273461189236,"saturatedSpendReversed","3_113_2"
"2238","2020-11-01",19824523.4692484,135420.064681244,1636665.37488168,13.5365558174717,"saturatedSpendReversed","3_113_2"
"2239","2020-11-08",7578987.43720125,71420.0646812441,1636665.37488168,13.532362049032,"saturatedSpendReversed","3_113_2"
"2240","2020-11-15",2542012.2973864,47875.7804462718,1636665.37488168,13.5207676709906,"saturatedSpendReversed","3_113_2"
"2241","2020-11-22",1203623.02504699,212875.780442864,1636665.37488168,13.5109785837282,"saturatedSpendReversed","3_113_2"
"2242","2020-11-29",742282.520083269,1126575.88823615,1636665.37488168,13.507377378167,"saturatedSpendReversed","3_113_2"
"2243","2020-12-06",654248.19602369,1440377.05156418,1636665.37488168,13.6292871750554,"saturatedSpendReversed","3_113_2"
"2244","2020-12-13",664587.120051621,1440377.0516096,1636665.37488168,13.7512503746734,"saturatedSpendReversed","3_113_2"
"2245","2020-12-20",663653.027223829,1440377.0516096,1636665.37488168,13.8711135255246,"saturatedSpendReversed","3_113_2"
"2246","2020-12-27",654850.498034004,1440377.0516096,1636665.37488168,13.9706359571732,"saturatedSpendReversed","3_113_2"
"2247","2021-01-03",4862363.27690304,1800377.0516096,1636665.37488168,13.8882482137121,"saturatedSpendReversed","3_113_2"
"2248","2021-01-10",9033693.91174624,1879813.65043132,1636665.37488168,13.7702011721648,"saturatedSpendReversed","3_113_2"
"2249","2021-01-17",13162483.4438166,1995316.0400684,1636665.37488168,13.6532854963724,"saturatedSpendReversed","3_113_2"
"2250","2021-01-24",16283648.4596658,1594979.76462372,1636665.37488168,13.5562103376332,"saturatedSpendReversed","3_113_2"
"2251","2021-01-31",17512649.5684903,1429434.01610376,1636665.37488168,13.5204983824846,"saturatedSpendReversed","3_113_2"
"2252","2021-02-07",17679851.6105243,1429434.0160798,1636665.37488168,13.4866038682948,"saturatedSpendReversed","3_113_2"
"2253","2021-02-14",16847004.0182306,1429434.0160798,1636665.37488168,13.4536138019254,"saturatedSpendReversed","3_113_2"
"2254","2021-02-21",15186938.9793342,1294434.0160798,1636665.37488168,13.421191802105,"saturatedSpendReversed","3_113_2"
"2255","2021-02-28",13557508.8511916,1264770.29152165,1636665.37488168,13.3942718001017,"saturatedSpendReversed","3_113_2"
"2256","2021-03-07",10463321.7462,667127.880337895,1636665.37488168,13.3633684848084,"saturatedSpendReversed","3_113_2"
"2257","2021-03-14",6893316.45106496,444560.818430237,1636665.37488168,13.3421267603959,"saturatedSpendReversed","3_113_2"
"2258","2021-03-21",3960194.79279712,444560.818398024,1636665.37488168,13.3214945731389,"saturatedSpendReversed","3_113_2"
"2259","2021-03-28",1680622.52049852,424560.818398024,1636665.37488168,13.3043636627732,"saturatedSpendReversed","3_113_2"
"2260","2021-04-04",436629.061647288,272203.229574595,1636665.37488168,13.3500615530411,"saturatedSpendReversed","3_113_2"
"2261","2021-04-11",105304.791103339,193860.710603671,1636665.37488168,13.4018880130478,"saturatedSpendReversed","3_113_2"
"2262","2021-04-18",106642.76176085,184663.724566664,1636665.37488168,13.4529772213522,"saturatedSpendReversed","3_113_2"
"2263","2021-04-25",133099.426874245,184663.724565333,1636665.37488168,13.4953966184483,"saturatedSpendReversed","3_113_2"
"2264","2021-05-02",158844.064770241,184663.724565333,1636665.37488168,13.6260018425469,"saturatedSpendReversed","3_113_2"
"2265","2021-05-09",178353.821104731,249663.724565333,1636665.37488168,13.7413580357157,"saturatedSpendReversed","3_113_2"
"2266","2019-10-13",5.05046178569303,113.346922997244,5198.22186945275,0.118866974147496,"decompMedia","3_113_2"
"2267","2019-10-20",73.8929709984274,113.346923007812,8180.36787050665,0.292839426890869,"decompMedia","3_113_2"
"2268","2019-10-27",272.822277266646,149.28220349615,8180.36787071242,0.449409550906394,"decompMedia","3_113_2"
"2269","2019-11-03",20153.5582058698,163.968458394382,8180.36787071242,0.503641869092057,"decompMedia","3_113_2"
"2270","2019-11-10",107054.193578831,163.968458396565,8180.36787071242,0.505972575067154,"decompMedia","3_113_2"
"2271","2019-11-17",273300.827723104,15.4832537182512,8180.36787071242,0.507000019375619,"decompMedia","3_113_2"
"2272","2019-11-24",467350.416641347,5112.29162995279,8180.36787071242,0.507851896649675,"decompMedia","3_113_2"
"2273","2019-12-01",574609.443058008,10508.0599895176,8180.36787071242,0.507701239985747,"decompMedia","3_113_2"
"2274","2019-12-08",601532.933704439,10508.0599904582,8180.36787071242,0.507245138334894,"decompMedia","3_113_2"
"2275","2019-12-15",608889.94169923,715.371363634952,8180.36787071242,0.506788867590167,"decompMedia","3_113_2"
"2276","2019-12-22",611670.895574284,21.5425635101674,8180.36787071242,0.506409791344117,"decompMedia","3_113_2"
"2277","2019-12-29",607072.051068726,5336.58457089229,8180.36787071242,0.506270283548417,"decompMedia","3_113_2"
"2278","2020-01-05",637878.220135035,10508.0599895658,8180.36787071242,0.516245504180741,"decompMedia","3_113_2"
"2279","2020-01-12",383630.480628291,667.99627061913,8180.36787071242,0.526068632325461,"decompMedia","3_113_2"
"2280","2020-01-19",204499.696889595,13.9190450912897,8180.36787071242,0.535571056052616,"decompMedia","3_113_2"
"2281","2020-01-26",89236.2228086438,13.9190450718201,8180.36787071242,0.543345001384055,"decompMedia","3_113_2"
"2282","2020-02-02",35254.4127385132,13.9190450718201,8180.36787071242,0.543231051094849,"decompMedia","3_113_2"
"2283","2020-02-09",22915.2585255292,19.3012535199425,8180.36787071242,0.540340792349306,"decompMedia","3_113_2"
"2284","2020-02-16",13988.7116945534,21.5425634850567,8180.36787071242,0.537415257696143,"decompMedia","3_113_2"
"2285","2020-02-23",7434.82088517014,21.5425634853915,8180.36787071242,0.534974843924128,"decompMedia","3_113_2"
"2286","2020-03-01",3072.76672170728,145.289077332934,8180.36787071242,0.531511228700701,"decompMedia","3_113_2"
"2287","2020-03-08",1332.15642897579,104.801249956253,8180.36787071242,0.528914870990019,"decompMedia","3_113_2"
"2288","2020-03-15",818.480098252058,73.2390320555588,8180.36787071242,0.526374722698021,"decompMedia","3_113_2"
"2289","2020-03-22",660.317718038535,73.2390320514614,8180.36787071242,0.524257555890609,"decompMedia","3_113_2"
"2290","2020-03-29",515.484605920353,73.2390320514614,8180.36787071242,0.523476855195792,"decompMedia","3_113_2"
"2291","2020-04-05",380.10262357388,31.9797052603286,8180.36787071242,0.520223200964314,"decompMedia","3_113_2"
"2292","2020-04-12",164.788436392099,5336.58457092515,8180.36787071242,0.51697338364823,"decompMedia","3_113_2"
"2293","2020-04-19",63.802993027189,10508.0599895658,8180.36787071242,0.513763359048697,"decompMedia","3_113_2"
"2294","2020-04-26",20.4625643586932,10508.0599904582,8180.36787071242,0.511085978272008,"decompMedia","3_113_2"
"2295","2020-05-03",120.713280738738,10508.0599904582,8180.36787071242,0.521667086721003,"decompMedia","3_113_2"
"2296","2020-05-10",417.007871515436,10508.0599904582,8180.36787071242,0.532998195811218,"decompMedia","3_113_2"
"2297","2020-05-17",997.100327553273,10508.0599904582,8180.36787071242,0.543949003990856,"decompMedia","3_113_2"
"2298","2020-05-24",1659.0091202136,10508.0599904582,2076591.53673974,0.552881561793634,"decompMedia","3_113_2"
"2299","2020-05-31",17288.2848197314,10508.0599904582,4018706.99832359,0.556130825403361,"decompMedia","3_113_2"
"2300","2020-06-07",54801.0829598577,537.041359112546,4329179.05961305,0.566265129244752,"decompMedia","3_113_2"
"2301","2020-06-14",116294.217655226,40.9922482387121,4329179.05962796,0.576118156809772,"decompMedia","3_113_2"
"2302","2020-06-21",183799.566700369,73.2390320459981,4331361.02749837,0.58560851778613,"decompMedia","3_113_2"
"2303","2020-06-28",195642.031168109,73.2390320514614,4333524.90965662,0.593342615215586,"decompMedia","3_113_2"
"2304","2020-07-05",649094.150949133,1116.69061196877,4334318.89454648,0.596203693134151,"decompMedia","3_113_2"
"2305","2020-07-12",1702133.91870149,2078.50027795362,4334318.89454653,0.596323016007007,"decompMedia","3_113_2"
"2306","2020-07-19",2868620.88712993,2734.11834769582,4337136.19755931,0.596371293793425,"decompMedia","3_113_2"
"2307","2020-07-26",4127236.7182487,37926.816027995,4339926.94343865,0.596411373519049,"decompMedia","3_113_2"
"2308","2020-08-02",4812519.64945198,161993.390757957,2939967.07931202,0.590092612740983,"decompMedia","3_113_2"
"2309","2020-08-09",5146781.7055514,206854.042495019,272536.273764733,0.583671198990488,"decompMedia","3_113_2"
"2310","2020-08-16",5335022.0607948,211928.857017544,5418.45397713727,0.577272181131656,"decompMedia","3_113_2"
"2311","2020-08-23",5408000.01169176,208666.904936058,8180.36787052407,0.571893043824325,"decompMedia","3_113_2"
"2312","2020-08-30",5418707.63308643,94208.0887435371,8180.36787071242,0.569899124449568,"decompMedia","3_113_2"
"2313","2020-09-06",5481448.49897578,60035.2612393288,8180.36787071242,0.572701785036504,"decompMedia","3_113_2"
"2314","2020-09-13",5539035.86155279,9298.78243633043,8180.36787071242,0.575537050853378,"decompMedia","3_113_2"
"2315","2020-09-20",5591712.30179539,4693.0850000203,8180.36787071242,0.578307325404856,"decompMedia","3_113_2"
"2316","2020-09-27",5629845.02906217,5924.26876705748,8180.36787071242,0.580595291615936,"decompMedia","3_113_2"
"2317","2020-10-04",5667229.39037279,9467.83817767708,8180.36787071242,0.581434201958007,"decompMedia","3_113_2"
"2318","2020-10-11",5393485.32180736,4374.91279893618,8180.36787071242,0.582773573388333,"decompMedia","3_113_2"
"2319","2020-10-18",4397999.50791526,2171.88823960432,8180.36787071242,0.584087835386813,"decompMedia","3_113_2"
"2320","2020-10-25",2569754.21126576,1974.28219748722,8180.36787071242,0.585375843650451,"decompMedia","3_113_2"
"2321","2020-11-01",728226.24203249,1974.28219745941,8180.36787071242,0.58583933329751,"decompMedia","3_113_2"
"2322","2020-11-08",69346.7107969162,427.298632802791,8180.36787071242,0.585628334544733,"decompMedia","3_113_2"
"2323","2020-11-15",4321.23988758748,163.968458424519,8180.36787071242,0.585044489071839,"decompMedia","3_113_2"
"2324","2020-11-22",642.858481334727,5801.75594383368,8180.36787071242,0.584550974436463,"decompMedia","3_113_2"
"2325","2020-11-29",187.496827981337,215980.300588292,8180.36787071242,0.584369287733907,"decompMedia","3_113_2"
"2326","2020-12-06",135.902701840009,309990.419080543,8180.36787071242,0.590480125758295,"decompMedia","3_113_2"
"2327","2020-12-13",141.444750025378,309990.419093259,8180.36787071242,0.596511727675667,"decompMedia","3_113_2"
"2328","2020-12-20",140.938503472084,309990.419093259,8180.36787071242,0.602359668621069,"decompMedia","3_113_2"
"2329","2020-12-27",136.22187027388,309990.419093259,8180.36787071242,0.607155166253704,"decompMedia","3_113_2"
"2330","2021-01-03",22518.3216050278,399890.474852517,8180.36787071242,0.603189185532528,"decompMedia","3_113_2"
"2331","2021-01-10",107894.872064221,416698.612433619,8180.36787071242,0.597441571882579,"decompMedia","3_113_2"
"2332","2021-01-17",274855.175269313,439251.470869193,8180.36787071242,0.591673420285862,"decompMedia","3_113_2"
"2333","2021-01-24",459831.102751539,351334.066031942,8180.36787071242,0.586826909804459,"decompMedia","3_113_2"
"2334","2021-01-31",546245.883269146,306917.529744354,8180.36787071242,0.585030920009025,"decompMedia","3_113_2"
"2335","2021-02-07",558572.339665565,306917.529737606,8180.36787071242,0.583319836606723,"decompMedia","3_113_2"
"2336","2021-02-14",498518.131688921,306917.529737606,8180.36787071242,0.581648339980003,"decompMedia","3_113_2"
"2337","2021-02-21",389104.854536196,267607.381007544,8180.36787071242,0.57999979144529,"decompMedia","3_113_2"
"2338","2021-02-28",295468.196381169,258662.884681997,8180.36787071242,0.578626608224678,"decompMedia","3_113_2"
"2339","2021-03-07",155822.33440845,79700.6559147167,8180.36787071242,0.57704532591945,"decompMedia","3_113_2"
"2340","2021-03-14",54571.0418823148,32516.6472878165,8180.36787071242,0.575955371775046,"decompMedia","3_113_2"
"2341","2021-03-21",13362.4027137574,32516.6472824423,8180.36787071242,0.574894321918038,"decompMedia","3_113_2"
"2342","2021-03-28",1505.41719304906,29267.9496403506,8180.36787071242,0.574011556369204,"decompMedia","3_113_2"
"2343","2021-04-04",48.4732766695688,10384.1193332512,8180.36787071242,0.576362811380082,"decompMedia","3_113_2"
"2344","2021-04-11",1.29092429794017,4644.6622840031,8180.36787071242,0.579015513684678,"decompMedia","3_113_2"
"2345","2021-04-18",1.3331504424258,4137.25826769404,8180.36787071242,0.581616027673159,"decompMedia","3_113_2"
"2346","2021-04-25",2.34549648732748,4137.25826762303,8180.36787071242,0.583764325012816,"decompMedia","3_113_2"
"2347","2021-05-02",3.68134703115211,4137.25826762303,8180.36787071242,0.590316518735482,"decompMedia","3_113_2"
"2348","2021-05-09",4.94612377705199,8466.15779111751,8180.36787071242,0.596025562288861,"decompMedia","3_113_2"
"2349","2019-10-06",90003.23,30000,693000,2.93,"rawMedia","4_113_12"
"2350","2019-10-13",90003.23,30000,693000,2.93,"rawMedia","4_113_12"
"2351","2019-10-20",339515.58,30000,693000,2.93,"rawMedia","4_113_12"
"2352","2019-10-27",370265.58,35000,693000,2.93,"rawMedia","4_113_12"
"2353","2019-11-03",3872465.58,35000,693000,2.948,"rawMedia","4_113_12"
"2354","2019-11-10",4517212.35,35000,693000,2.948,"rawMedia","4_113_12"
"2355","2019-11-17",4572212.35,5000,693000,2.948,"rawMedia","4_113_12"
"2356","2019-11-24",4622212.35,2e+05,693000,2.948,"rawMedia","4_113_12"
"2357","2019-12-01",4622212.35,2e+05,693000,2.94,"rawMedia","4_113_12"
"2358","2019-12-08",4655412.35,2e+05,693000,2.94,"rawMedia","4_113_12"
"2359","2019-12-15",4655412.35,15000,693000,2.94,"rawMedia","4_113_12"
"2360","2019-12-22",4645412.35,15000,693000,2.94,"rawMedia","4_113_12"
"2361","2019-12-29",4571012.35,2e+05,693000,2.94,"rawMedia","4_113_12"
"2362","2020-01-05",5040559.92,2e+05,693000,3.113,"rawMedia","4_113_12"
"2363","2020-01-12",1031847.57,12500,693000,3.113,"rawMedia","4_113_12"
"2364","2020-01-19",1216447.57,12500,693000,3.113,"rawMedia","4_113_12"
"2365","2020-01-26",1238447.57,12500,693000,3.113,"rawMedia","4_113_12"
"2366","2020-02-02",1238447.57,12500,693000,3.059,"rawMedia","4_113_12"
"2367","2020-02-09",1235977.57,15000,693000,3.059,"rawMedia","4_113_12"
"2368","2020-02-16",381000,15000,693000,3.059,"rawMedia","4_113_12"
"2369","2020-02-23",341000,15000,693000,3.059,"rawMedia","4_113_12"
"2370","2020-03-01",275638.66,40000,693000,3.013,"rawMedia","4_113_12"
"2371","2020-03-08",375735.12,25000,693000,3.013,"rawMedia","4_113_12"
"2372","2020-03-15",315735.12,25000,693000,3.013,"rawMedia","4_113_12"
"2373","2020-03-22",246335.12,25000,693000,3.013,"rawMedia","4_113_12"
"2374","2020-03-29",206000,25000,693000,3.013,"rawMedia","4_113_12"
"2375","2020-04-05",206000,15000,693000,2.956,"rawMedia","4_113_12"
"2376","2020-04-12",35000,2e+05,693000,2.956,"rawMedia","4_113_12"
"2377","2020-04-19",35000,2e+05,693000,2.956,"rawMedia","4_113_12"
"2378","2020-04-26",35000,2e+05,693000,2.956,"rawMedia","4_113_12"
"2379","2020-05-03",472500,2e+05,693000,3.158,"rawMedia","4_113_12"
"2380","2020-05-10",472500,2e+05,693000,3.158,"rawMedia","4_113_12"
"2381","2020-05-17",472500,2e+05,693000,3.158,"rawMedia","4_113_12"
"2382","2020-05-24",472500,2e+05,14593572,3.158,"rawMedia","4_113_12"
"2383","2020-05-31",2992500,2e+05,14593572,3.158,"rawMedia","4_113_12"
"2384","2020-06-07",2992500,5000,14593572,3.348,"rawMedia","4_113_12"
"2385","2020-06-14",2992500,25000,14593572,3.348,"rawMedia","4_113_12"
"2386","2020-06-21",3045294.65,25000,14638572,3.348,"rawMedia","4_113_12"
"2387","2020-06-28",2607794.65,25000,14638572,3.348,"rawMedia","4_113_12"
"2388","2020-07-05",10339724.99,97500,14638572,3.349,"rawMedia","4_113_12"
"2389","2020-07-12",13694724.99,102500,14638572,3.349,"rawMedia","4_113_12"
"2390","2020-07-19",13697724.99,117500,14697234,3.349,"rawMedia","4_113_12"
"2391","2020-07-26",18195430.34,432500,14697234,3.349,"rawMedia","4_113_12"
"2392","2020-08-02",18875430.34,795000,58662,3.221,"rawMedia","4_113_12"
"2393","2020-08-09",18863500,805000,693000,3.221,"rawMedia","4_113_12"
"2394","2020-08-16",18868500,817500,693000,3.221,"rawMedia","4_113_12"
"2395","2020-08-23",18865500,802500,693000,3.221,"rawMedia","4_113_12"
"2396","2020-08-30",18865500,427500,693000,3.221,"rawMedia","4_113_12"
"2397","2020-09-06",20386569.66,427500,693000,3.276,"rawMedia","4_113_12"
"2398","2020-09-13",20344069.66,102500,693000,3.276,"rawMedia","4_113_12"
"2399","2020-09-20",20349069.66,157000,693000,3.276,"rawMedia","4_113_12"
"2400","2020-09-27",20349069.66,157000,693000,3.276,"rawMedia","4_113_12"
"2401","2020-10-04",21049399.2,204000,693000,3.276,"rawMedia","4_113_12"
"2402","2020-10-11",13176399.2,114000,693000,3.302,"rawMedia","4_113_12"
"2403","2020-10-18",2936399.2,99000,693000,3.302,"rawMedia","4_113_12"
"2404","2020-10-25",773399.2,99000,693000,3.302,"rawMedia","4_113_12"
"2405","2020-11-01",773399.2,99000,693000,3.29,"rawMedia","4_113_12"
"2406","2020-11-08",70000,35000,693000,3.29,"rawMedia","4_113_12"
"2407","2020-11-15",160000,35000,693000,3.29,"rawMedia","4_113_12"
"2408","2020-11-22",160000,2e+05,693000,3.29,"rawMedia","4_113_12"
"2409","2020-11-29",160000,1053000,693000,3.29,"rawMedia","4_113_12"
"2410","2020-12-06",194000,1053000,693000,3.412,"rawMedia","4_113_12"
"2411","2020-12-13",159000,1053000,693000,3.412,"rawMedia","4_113_12"
"2412","2020-12-20",159000,1053000,693000,3.412,"rawMedia","4_113_12"
"2413","2020-12-27",159000,1053000,693000,3.412,"rawMedia","4_113_12"
"2414","2021-01-03",4382765.2,1413000,693000,3.293,"rawMedia","4_113_12"
"2415","2021-01-10",4347765.2,1360000,693000,3.293,"rawMedia","4_113_12"
"2416","2021-01-17",4484565.2,1495000,693000,3.293,"rawMedia","4_113_12"
"2417","2021-01-24",4450565.2,1045000,693000,3.293,"rawMedia","4_113_12"
"2418","2021-01-31",4485565.2,1045000,693000,3.293,"rawMedia","4_113_12"
"2419","2021-02-07",4485565.2,1045000,693000,3.26,"rawMedia","4_113_12"
"2420","2021-02-14",3608000.2,1045000,693000,3.26,"rawMedia","4_113_12"
"2421","2021-02-21",2805000.2,910000,693000,3.26,"rawMedia","4_113_12"
"2422","2021-02-28",2805000.2,930000,693000,3.26,"rawMedia","4_113_12"
"2423","2021-03-07",1110000.2,325000,693000,3.239,"rawMedia","4_113_12"
"2424","2021-03-14",45000,325000,693000,3.239,"rawMedia","4_113_12"
"2425","2021-03-21",20000,325000,693000,3.239,"rawMedia","4_113_12"
"2426","2021-03-28",20000,305000,693000,3.239,"rawMedia","4_113_12"
"2427","2021-04-04",20000,160000,693000,3.291,"rawMedia","4_113_12"
"2428","2021-04-11",20000,135000,693000,3.291,"rawMedia","4_113_12"
"2429","2021-04-18",47000,135000,693000,3.291,"rawMedia","4_113_12"
"2430","2021-04-25",47000,135000,693000,3.291,"rawMedia","4_113_12"
"2431","2021-05-02",47000,135000,693000,3.406,"rawMedia","4_113_12"
"2432","2021-05-09",47000,2e+05,693000,3.406,"rawMedia","4_113_12"
"2433","2021-05-16",97000,2e+05,693000,3.406,"rawMedia","4_113_12"
"2434","2019-10-06",90003.23,30000,693000,NA,"rawSpend","4_113_12"
"2435","2019-10-13",90003.23,30000,693000,NA,"rawSpend","4_113_12"
"2436","2019-10-20",339515.58,30000,693000,NA,"rawSpend","4_113_12"
"2437","2019-10-27",370265.58,35000,693000,NA,"rawSpend","4_113_12"
"2438","2019-11-03",3872465.58,35000,693000,NA,"rawSpend","4_113_12"
"2439","2019-11-10",4517212.35,35000,693000,NA,"rawSpend","4_113_12"
"2440","2019-11-17",4572212.35,5000,693000,NA,"rawSpend","4_113_12"
"2441","2019-11-24",4622212.35,2e+05,693000,NA,"rawSpend","4_113_12"
"2442","2019-12-01",4622212.35,2e+05,693000,NA,"rawSpend","4_113_12"
"2443","2019-12-08",4655412.35,2e+05,693000,NA,"rawSpend","4_113_12"
"2444","2019-12-15",4655412.35,15000,693000,NA,"rawSpend","4_113_12"
"2445","2019-12-22",4645412.35,15000,693000,NA,"rawSpend","4_113_12"
"2446","2019-12-29",4571012.35,2e+05,693000,NA,"rawSpend","4_113_12"
"2447","2020-01-05",5040559.92,2e+05,693000,NA,"rawSpend","4_113_12"
"2448","2020-01-12",1031847.57,12500,693000,NA,"rawSpend","4_113_12"
"2449","2020-01-19",1216447.57,12500,693000,NA,"rawSpend","4_113_12"
"2450","2020-01-26",1238447.57,12500,693000,NA,"rawSpend","4_113_12"
"2451","2020-02-02",1238447.57,12500,693000,NA,"rawSpend","4_113_12"
"2452","2020-02-09",1235977.57,15000,693000,NA,"rawSpend","4_113_12"
"2453","2020-02-16",381000,15000,693000,NA,"rawSpend","4_113_12"
"2454","2020-02-23",341000,15000,693000,NA,"rawSpend","4_113_12"
"2455","2020-03-01",275638.66,40000,693000,NA,"rawSpend","4_113_12"
"2456","2020-03-08",375735.12,25000,693000,NA,"rawSpend","4_113_12"
"2457","2020-03-15",315735.12,25000,693000,NA,"rawSpend","4_113_12"
"2458","2020-03-22",246335.12,25000,693000,NA,"rawSpend","4_113_12"
"2459","2020-03-29",206000,25000,693000,NA,"rawSpend","4_113_12"
"2460","2020-04-05",206000,15000,693000,NA,"rawSpend","4_113_12"
"2461","2020-04-12",35000,2e+05,693000,NA,"rawSpend","4_113_12"
"2462","2020-04-19",35000,2e+05,693000,NA,"rawSpend","4_113_12"
"2463","2020-04-26",35000,2e+05,693000,NA,"rawSpend","4_113_12"
"2464","2020-05-03",472500,2e+05,693000,NA,"rawSpend","4_113_12"
"2465","2020-05-10",472500,2e+05,693000,NA,"rawSpend","4_113_12"
"2466","2020-05-17",472500,2e+05,693000,NA,"rawSpend","4_113_12"
"2467","2020-05-24",472500,2e+05,14593572,NA,"rawSpend","4_113_12"
"2468","2020-05-31",2992500,2e+05,14593572,NA,"rawSpend","4_113_12"
"2469","2020-06-07",2992500,5000,14593572,NA,"rawSpend","4_113_12"
"2470","2020-06-14",2992500,25000,14593572,NA,"rawSpend","4_113_12"
"2471","2020-06-21",3045294.65,25000,14638572,NA,"rawSpend","4_113_12"
"2472","2020-06-28",2607794.65,25000,14638572,NA,"rawSpend","4_113_12"
"2473","2020-07-05",10339724.99,97500,14638572,NA,"rawSpend","4_113_12"
"2474","2020-07-12",13694724.99,102500,14638572,NA,"rawSpend","4_113_12"
"2475","2020-07-19",13697724.99,117500,14697234,NA,"rawSpend","4_113_12"
"2476","2020-07-26",18195430.34,432500,14697234,NA,"rawSpend","4_113_12"
"2477","2020-08-02",18875430.34,795000,58662,NA,"rawSpend","4_113_12"
"2478","2020-08-09",18863500,805000,693000,NA,"rawSpend","4_113_12"
"2479","2020-08-16",18868500,817500,693000,NA,"rawSpend","4_113_12"
"2480","2020-08-23",18865500,802500,693000,NA,"rawSpend","4_113_12"
"2481","2020-08-30",18865500,427500,693000,NA,"rawSpend","4_113_12"
"2482","2020-09-06",20386569.66,427500,693000,NA,"rawSpend","4_113_12"
"2483","2020-09-13",20344069.66,102500,693000,NA,"rawSpend","4_113_12"
"2484","2020-09-20",20349069.66,157000,693000,NA,"rawSpend","4_113_12"
