"","ds","dep_var","trend","season","holiday","cag_V","Influencer_S","Social_Media_S","Radio_S","chicken","intercept","depVarHat","solID"
"40","2020-07-12",434401710.2,1654444.45199977,3967368.04775784,0,9803396.66500573,3886669.5495126,895.4649878969,4757928.89584115,3386464.93905832,117631613.065942,27457168.0141633,"1_24_4"
"41","2020-07-19",432281508.5,1661304.595761,4586878.6421248,0,9824525.20382907,4224186.77699834,1226.02109331711,4763909.50465054,3412520.54033315,117631613.065942,28474551.2847902,"1_24_4"
"42","2020-07-26",658511352.4,1668164.73952224,4532666.42128409,0,9988267.02205776,5202512.85520303,6259.16156073376,4768849.9475315,3430031.93822396,117631613.065942,29596752.0853833,"1_24_4"
"43","2020-08-02",409350240.6,1675024.88328348,4139827.5596031,0,10054292.0552549,5573573.9103339,27896.3771806645,3361219.13963711,3415812.02225379,117631613.065942,28247645.9475469,"1_24_4"
"44","2020-08-09",446638042.6,1681872.73193128,3784427.3473405,0,10067496.7977941,5607031.81274555,65242.1564106255,1796530.24433387,3395760.21695971,117631613.065942,26398361.3075157,"1_24_4"
"45","2020-08-16",439431871.1,1688720.58057909,3530727.2371142,0,10130881.3578636,5607116.6632579,113467.467720956,530177.905497179,3374910.84222388,117631613.065942,24976002.0542568,"1_24_4"
"46","2020-08-23",438484282.8,1695568.4292269,3303182.09449505,0,10389699.2238961,5606955.50364606,165514.20388237,53796.6798234388,3353905.94257282,117631613.065942,24568622.0775428,"1_24_4"
"47","2020-08-30",426700660.6,1702403.32361368,3211650.55976596,0,10223315.8761393,5606802.23751963,184998.722023923,7166.70644149831,3332882.90371932,117631613.065942,24269220.3292233,"1_24_4"
"48","2020-09-06",467858576.1,1709238.21800047,3476065.27379066,537555.067937058,9792833.4519946,5803453.10380763,186652.016147406,7206.1344185555,3321686.75613205,117631613.065942,24834690.0222284,"1_24_4"
"49","2020-09-13",454795389.4,1716062.20705096,3996848.00469434,0,9298965.41137987,5864068.35593104,140978.14143476,7252.69649667023,3313024.24570295,117631613.065942,24337199.0626906,"1_24_4"
"50","2020-09-20",476726733.8,1722886.19610145,4184829.54502053,0,9481195.29530427,5862851.4630842,94618.413316127,7252.70993372797,3310171.30511751,117631613.065942,24663804.9278778,"1_24_4"
"51","2020-09-27",463851577.8,1729710.18515194,3418542.66873851,0,9816601.40754502,5863062.02368679,55349.2435309079,7252.70993372815,3314933.70589062,117631613.065942,24205451.9444775,"1_24_4"
"52","2020-10-04",521614117.1,1736522.9784505,1707468.2368595,0,9967139.53963495,5940613.69555346,30178.2309980111,7252.70993372815,3323588.11773178,117631613.065942,22712763.5091619,"1_24_4"
"53","2020-10-11",229153894.2,1743335.77174906,-198890.963450349,-380419.442204868,10146726.5735305,4746565.13285483,15708.1561917433,7252.70993372815,3336663.20712182,117631613.065942,19416941.1457265,"1_24_4"
"54","2020-10-18",107775008.9,1750148.56504762,-1440492.31747365,0,10104470.5522844,804866.447425738,8933.67902182121,7252.70993372815,3348600.32354877,117631613.065942,14583779.9597884,"1_24_4"
"55","2020-10-25",79028066.41,1756961.04039777,-1771918.38568425,0,10075420.5940782,17817.4320874481,6740.01012586501,7252.70993372815,3358027.58967591,117631613.065942,13450300.9906147,"1_24_4"
"56","2020-11-01",80045288.67,1763773.51574793,-1642635.86454386,0,9732089.36505273,3850.06770588197,5959.04031575029,7252.70993372815,3362216.92812058,117631613.065942,13232505.7623327,"1_24_4"
"57","2020-11-08",3940610.98,1770585.38930181,-1625325.99444659,-588473.058117249,9610603.5680702,193.64522267159,3985.11628125116,7252.70993372815,3364682.2901635,117631613.065942,12543503.6664093,"1_24_4"
"58","2020-11-15",4121432.76,1777397.2628557,-1870377.56196551,0,9652859.58931634,33.0559464967032,2342.17808836249,7252.70993372815,3366797.64555049,117631613.065942,12936304.8797256,"1_24_4"
"59","2020-11-22",101570.51,1784209.13640958,-2129281.30245878,44579.4039738376,9526091.78967804,51.7710079434872,3024.4285031246,7252.70993372815,3368397.99558281,117631613.065942,12604325.9326303,"1_24_4"
"60","2020-11-29",8557029.85,1791021.00808896,-2177007.45172235,0,9666064.33185563,51.7710079434872,26353.0568698434,7252.70993372815,3368849.4497824,117631613.065942,12682584.8758161,"1_24_4"
"61","2020-12-06",7991773.83,1797832.87976834,-2063337.36949563,0,9494400.03784356,76.8449002409666,74116.6175184244,7252.70993372815,3387901.97191286,117631613.065942,12698243.6923815,"1_24_4"
"62","2020-12-13",9361922.85,1804644.75144771,-1952800.008147,0,9576270.28670757,59.5604428099293,141120.401886286,7252.70993372815,3406296.00723691,117631613.065942,12982843.709508,"1_24_4"
"63","2020-12-20",9594209.12,1811456.62134422,-1864942.37223853,-245654.953704934,9647577.58666057,50.8908016507645,219552.36675285,7252.70993372815,3425027.97770107,117631613.065942,13000320.8272506,"1_24_4"
"64","2020-12-27",9373672.97,1818268.49124073,-1689409.95086847,-329492.436489285,9766422.91051549,50.8908016507645,295950.401579956,7252.70993372815,3444320.69064724,117631613.065942,13313363.707361,"1_24_4"
"65","2021-01-03",108552561.5,1825080.3617124,-1414466.95267572,0,9634372.84412128,189852.486285189,375837.726185841,7252.70993372815,3444585.50449223,117631613.065942,14062514.680055,"1_24_4"
"66","2021-01-10",126812036.4,1831892.23218406,-1206528.53861199,0,9050711.55065889,411259.328534572,412330.729313919,7252.70993372815,3444171.28950578,117631613.065942,13951089.301519,"1_24_4"
"67","2021-01-17",161617871.4,1838704.10265573,-1209179.64050192,64652.7201806206,9156351.07557399,433660.255310051,439021.524646441,7252.70993372815,3441398.62366175,117631613.065942,14171861.3714604,"1_24_4"
"68","2021-01-24",138491001.1,1845515.96949263,-1344700.55400888,0,9666064.33185563,436660.117876531,438526.358262124,7252.70993372815,3433290.26346255,117631613.065942,14482609.1968743,"1_24_4"
"69","2021-01-31",129906901.8,1852327.83632952,-1411888.62258785,0,9251427.38747795,440811.566270703,437561.080271518,7252.70993372815,3418273.35307455,117631613.065942,13995765.3107701,"1_24_4"
"70","2021-02-07",142642873.6,1859139.70316642,-1362626.82643068,0,9362349.97144935,443197.769420224,433214.7255944,7252.70993372815,3394808.2195584,117631613.065942,14137336.2726918,"1_24_4"
"71","2021-02-14",140125960.3,1865951.57000332,-1376675.9009517,-143191.317846423,9225017.63829925,296763.50800744,418056.490952523,7252.70993372815,3373106.17505655,117631613.065942,13666280.8734547,"1_24_4"
"72","2021-02-21",97489595.67,1872763.43684022,-1615198.83345367,0,9396683.25281198,156600.141404197,387644.740113242,7252.70993372815,3356613.23800925,117631613.065942,13562358.6856589,"1_24_4"
"73","2021-02-28",86607398.28,1879575.30367712,-1976711.74981007,0,9449502.48706926,128350.582909035,357694.73346107,7252.70993372815,3347074.47767897,117631613.065942,13192738.5449191,"1_24_4"
"74","2021-03-07",37962702.24,1886387.17051401,-2196573.18980971,0,9821883.67430092,26425.816557195,294770.767470314,7252.70993372815,3337736.19628323,117631613.065942,13177883.1452497,"1_24_4"
"75","2021-03-14",3438460.58,1893199.03735091,-2176922.87773915,0,10033164.5728321,379.390569462548,237912.468440179,7252.70993372815,3328993.25059791,117631613.065942,13323978.5519851,"1_24_4"
"76","2021-03-21",2895546.44,1900010.90418781,-2110355.82600961,0,10186342.1216491,0.387500922607998,180480.4750595,7252.70993372815,3320894.21541076,117631613.065942,13484624.9877322,"1_24_4"
"77","2021-03-28",2545133.94,1906822.77102471,-2220358.75422803,0,10294623.1760923,0.175395380832696,125521.64157699,7252.70993372815,3314281.26714536,117631613.065942,13428142.9869405,"1_24_4"
"78","2021-04-04",3319059.77,1913634.63786161,-2459395.09730948,0,10009395.5608811,0.175395380832696,72761.8562658593,7252.70993372815,3318355.8670626,117631613.065942,12862005.7100908,"1_24_4"
"79","2021-04-11",2381882.16,1920446.5046985,-2581691.40897339,0,9967139.53963495,0.175395380832696,36956.5562922175,7252.70993372815,3323577.57733573,117631613.065942,12673681.6543171,"1_24_4"
"80","2021-04-18",2634096.81,1927258.3715354,-2505737.08132118,0,10218033.8734835,1.14706129303299,22258.5222063118,7252.70993372815,3329327.18619454,117631613.065942,12998394.7290936,"1_24_4"
"81","2021-04-25",2775396.17,1934070.2383723,-2454670.8974827,0,9943370.52768399,1.81525706370037,16130.6537847609,7252.70993372815,3336008.43615014,117631613.065942,12782163.4836993,"1_24_4"
"82","2021-05-02",2606033,1940882.1052092,-2618217.27656859,0,10183701.3844213,1.81525706370037,11257.4343429107,7252.70993372815,3362885.88059098,117631613.065942,12887764.0531866,"1_24_4"
"83","2021-05-09",44078.7,1947693.9720461,-2740980.85280511,0,10194264.5974325,1.81525706370037,9347.88174649077,7252.70993372815,3389883.47629039,117631613.065942,12807463.5999011,"1_24_4"
"84","2019-10-13",15703190.71,1413163.57998796,-511693.763683781,-400455.943484306,7870752.38689681,2.51936154355348,8.77736346990544,522.178494630057,12108836.708729,104285592.292014,20481136.4436654,"3_120_7"
"85","2019-10-20",16903252.55,1420247.57322211,-1638727.58574991,0,7644295.65155452,62.926508767705,17.6654834597439,1510.66756320404,14736477.6872821,104285592.292014,22163884.5858643,"3_120_7"
"86","2019-10-27",17041206.68,1427331.56645626,-1851977.90576824,0,7721622.06550465,171.303970248536,29.0854861630333,2898.35408928585,14736477.6872821,104285592.292014,22036552.1570205,"3_120_7"
"87","2019-11-03",44838814.19,1434415.56137518,-1701041.73837732,0,7796187.36428411,58077.8775558378,38.0253836296282,3555.64423706979,14778102.2716944,104285592.292014,22369335.0061529,"3_120_7"
"88","2019-11-10",34654156.8,1441499.5562941,-1736705.0873191,-619467.639029156,7961887.41453457,221073.247326698,43.7429977447531,3568.95303591885,14819572.1175786,104285592.292014,22091472.3054194,"3_120_7"
"89","2019-11-17",36825456.94,1448583.54775286,-2021464.43247571,0,8185582.20620594,349837.322679321,19.6934579597965,3568.95310242629,14834807.6682188,104285592.292014,22800934.9589416,"3_120_7"
"90","2019-11-24",39523546.72,1455667.53921162,-2263615.89797629,46927.3788291221,8094447.17856818,420464.654293112,422.49143071046,3568.95310242629,14834807.6682188,104285592.292014,22592689.9656777,"3_120_7"
"91","2019-12-01",58638124.42,1462751.53067038,-2271963.99763753,0,8177297.75602691,450204.754945989,1359.60058453232,3568.95310242629,14816367.0913367,104285592.292014,22639585.6890294,"3_120_7"
"92","2019-12-08",34595451,1469835.52163975,-2142301.91750616,0,8138633.85863497,466300.035768606,2451.04684511326,3568.95310242629,14797943.2499899,104285592.292014,22736430.7484746,"3_120_7"
"93","2019-12-15",38934322.21,1476919.51260912,-2035239.96765134,0,9712784.05984758,472717.54882547,1167.63117400657,3568.95310242629,14791161.4786425,104285592.292014,24423079.2165498,"3_120_7"
"94","2019-12-22",45290872.74,1484003.50357849,-1935359.04847092,-258593.476945706,9828774.64735641,473601.420027938,432.759343717791,3568.95310242629,14791161.4786425,104285592.292014,24387590.2366349,"3_120_7"
"95","2019-12-29",64776493.72,1491087.48994908,-1727063.89678157,-346846.637912375,9502897.88186384,462566.890451741,994.526074417326,3568.95310242629,14791161.4786425,104285592.292014,24178366.6853901,"3_120_7"
"96","2020-01-05",64894467.84,1498171.47631967,-1434838.26877317,0,9339959.49911755,529148.89660946,1840.44419287375,3568.95310242629,15186820.1322133,104285592.292014,25124671.1327822,"3_120_7"
"97","2020-01-12",24732351.93,1505255.46446417,-1250203.66045403,0,9215684.18526296,112881.566079211,852.064018950173,3568.95310242629,15574199.2446098,104285592.292014,25162237.8170835,"3_120_7"
"98","2020-01-19",26557621.63,1512339.45260867,-1291001.60163923,68057.9465357986,9182544.45137962,34611.2325405283,315.486884725054,3568.95310242629,15714787.2026425,104285592.292014,25225223.1240551,"3_120_7"
"99","2020-01-26",26292907.18,1519423.44075317,-1435031.47267351,0,9243301.4126382,17351.2323044414,100.517595730831,3568.95310242629,15714787.2026425,104285592.292014,25063501.286363,"3_120_7"
"100","2020-02-02",28287255.18,1526507.4252685,-1479348.04028005,0,9188067.78638797,12588.2193859128,31.5823090718287,3568.95310242629,15595354.9462281,104285592.292014,24846770.8724019,"3_120_7"
"101","2020-02-09",32890363.52,1533591.40978384,-1421495.65408772,0,9119026.09878361,11069.3398235721,13.1111155506458,3568.95310242629,15475388.453973,104285592.292014,24721161.7124943,"3_120_7"
"102","2020-02-16",5841619.91,1540675.39429917,-1472024.65919192,-150733.132761575,8679920.96561989,2734.75291731805,7.74150866188024,3568.95310242629,15431068.039443,104285592.292014,24035218.054937,"3_120_7"
"103","2020-02-23",5115095.26,1547759.37461092,-1762108.54459931,0,8105494.12475163,841.887553031449,6.13675099911384,3568.95310242629,15431068.039443,104285592.292014,23326629.9716127,"3_120_7"
"104","2020-03-01",3178917.26,1554843.35492268,-2135110.66396015,0,8000550.48342626,315.942533217245,17.3424275760375,3568.95310242629,15327871.4889973,104285592.292014,22752056.9014493,"3_120_7"
"105","2020-03-08",36760762.07,1561927.33210286,-2319017.62633464,0,7796187.36428411,293.375193970383,20.7148901219964,3568.95310242629,15224320.0376795,104285592.292014,22267300.1509184,"3_120_7"
"106","2020-03-15",44275947.01,1569011.30928303,-2268484.68435922,0,8820766.28449953,229.016637136394,22.1295499449168,3568.95310242629,15186090.6330677,104285592.292014,23311203.6417805,"3_120_7"
"107","2020-03-22",52300359.72,1576095.28646321,-2219986.45926599,0,7765809.29790494,142.104994276604,22.2125592949693,3568.95310242629,15186090.6330677,104285592.292014,22311742.0288258,"3_120_7"
"108","2020-03-29",31399641.03,1583178.46159527,-2373193.32488493,0,8823527.9520037,85.1284646880031,21.7934989041399,3568.95310242629,15186090.6330677,104285592.292014,23223279.5968477,"3_120_7"
"109","2020-04-05",32570266.98,1590261.63672732,-2621547.16163959,0,9077600.81005424,64.9365788297366,14.9523184631272,3568.95310242629,15056559.0891975,104285592.292014,23106523.2163392,"3_120_7"
"110","2020-04-12",928.58,1597344.81185937,-2708814.78712479,0,9315104.49157998,10.7386036820493,409.465674149979,3568.95310242629,14926438.1081707,104285592.292014,23134061.7818655,"3_120_7"
"111","2020-04-19",1324.52,1604421.74590331,-2610519.02272404,0,9571939.56946819,2.20235105775913,1354.87274183581,3568.95310242629,14878364.0461088,104285592.292014,23449132.3669515,"3_120_7"
"112","2020-04-26",1688.79,1611498.67994726,-2592151.83351097,0,9790111.57846472,0.745219102889061,2455.81757356562,3568.95310242629,14878364.0461088,104285592.292014,23693847.9869049,"3_120_7"
"113","2020-05-03",14732596.16,1618568.5189771,-2791785.47661672,0,9373099.23300089,125.038699724274,3326.99006390409,3568.95310242629,15337672.5245564,104285592.292014,23544575.7817838,"3_120_7"
"114","2020-05-10",15541169.5,1625638.35800694,-2849395.17367632,0,9547084.56193063,350.387963653598,3857.3397827042,3568.95310242629,15785791.4252519,104285592.292014,24116895.852362,"3_120_7"
"115","2020-05-17",16024383.67,1632708.19703679,-2156686.8023079,0,9516705.94321796,501.770650987144,4122.52772693942,3568.95310242629,15948015.7150489,104285592.292014,24948936.3044761,"3_120_7"
"116","2020-05-24",298070926.3,1639759.89343831,-565021.213470097,3063208.92022567,9627173.19571843,572.346401459314,4235.72820192649,370345.531077697,15948015.7150489,104285592.292014,30088290.1166423,"3_120_7"
"117","2020-05-31",308051668.1,1646811.58983983,1262518.65108816,0,9715546.27968526,32344.4441965221,4277.93076257753,1572041.66248132,15948015.7150489,104285592.292014,30181556.2731026,"3_120_7"
"118","2020-06-07",314923043.7,1653863.28624135,2369391.85635207,0,9411763.40655958,82020.2139154784,1604.78887445123,3223381.41963478,16357046.0348506,104285592.292014,33099071.0064283,"3_120_7"
"119","2020-06-14",327659351.5,1660897.61430227,2422497.74831245,0,9629934.3108891,113698.910953733,565.87237129826,4539366.8054072,16756031.4603143,104285592.292014,35122992.7225504,"3_120_7"
"120","2020-06-21",323526762.1,1667931.94236318,2037973.68746284,0,9585747.63082232,131753.436032891,193.242624298316,4965472.4068306,16900467.0017993,104285592.292014,35289539.3479355,"3_120_7"
"121","2020-06-28",276481175.9,1674966.2704241,2137730.34752574,-913222.327214359,9955811.07638167,110190.622084399,75.3708790524647,4977355.54111523,16900467.0017993,104285592.292014,34843373.9029951,"3_120_7"
"122","2020-07-05",430608370.9,1681983.47396025,3026346.04895256,0,10077325.2750656,1293750.55924791,161.993541542744,4981535.81559422,16902527.9256225,104285592.292014,37963631.0919846,"3_120_7"
"123","2020-07-12",434401710.2,1689000.67749641,4166303.63768541,0,10251309.4993283,3227681.02529845,318.236012673395,4985061.2406063,16904584.9334144,104285592.292014,41224259.249842,"3_120_7"
"124","2020-07-19",432281508.5,1696004.10843448,4816878.32897336,0,10273403.3916952,4046525.75794947,563.661005752165,4991871.16099265,16905341.5994641,104285592.292014,42730588.008515,"3_120_7"
"125","2020-07-26",658511352.4,1703007.53937255,4759947.7467393,0,10444626.5007873,5131392.26436509,4642.07809559846,4997401.07542732,16905341.5994641,104285592.292014,43946358.8042512,"3_120_7"
"126","2020-08-02",409350240.6,1710010.97031062,4347410.78048262,0,10513668.1883916,5578890.31372338,27078.1003201613,3420404.99794565,16639485.6673841,104285592.292014,42236949.0185582,"3_120_7"
"127","2020-08-09",446638042.6,1717001.84932838,3974189.74846351,0,10527476.2497458,5737524.06628722,59249.6103296879,1728591.76459943,16369871.1116516,104285592.292014,40113904.4004056,"3_120_7"
"128","2020-08-16",439431871.1,1723992.72834614,3707768.36295217,0,10593756.8221794,5795840.46675634,87762.349161549,459803.016967549,16269621.8287029,104285592.292014,38638545.5750661,"3_120_7"
"129","2020-08-23",438484282.8,1730983.6073639,3468813.43262561,0,10864399.9614218,5816447.66151544,104946.536342077,33940.9998377736,16269621.8287029,104285592.292014,38289154.0278095,"3_120_7"
"130","2020-08-30",426700660.6,1737961.26154621,3372692.23552109,0,10690414.632492,5823494.82150903,79232.7385437423,3208.51537164086,16269621.8287029,104285592.292014,37976626.0336867,"3_120_7"
"131","2020-09-06",467858576.1,1744938.91572853,3650365.48681453,565867.823836345,10240263.6578119,5956552.84099785,57626.3704414378,3556.77102742637,16386865.455046,104285592.292014,38606037.321704,"3_120_7"
"132","2020-09-13",454795389.4,1751905.43679581,4197261.80701703,0,9723831.00603103,6013986.30255443,24654.6129860823,3568.95304154866,16503119.8191438,104285592.292014,38218327.9375698,"3_120_7"
"133","2020-09-20",476726733.8,1758871.95786309,4394669.29879772,0,9914386.89231931,6038125.26809662,11130.4844763674,3568.95310242629,16545691.0064498,104285592.292014,38666443.8611053,"3_120_7"
"134","2020-09-27",463851577.8,1765838.47893037,3589958.52789541,0,10265117.5606824,6047487.97064282,5676.3729927738,3568.95310242629,16545691.0064498,104285592.292014,38223338.870696,"3_120_7"
"135","2020-10-04",521614117.1,1772793.57040111,1793085.75378592,0,10422533.7130874,6100776.64294063,4382.80334398273,3568.95310242629,16545691.0064498,104285592.292014,36642832.4431112,"3_120_7"
"136","2020-10-11",229153894.2,1779748.66187185,-208863.94570684,-400455.943484306,10610325.9987042,5387197.23222498,2710.68529292902,3568.95310242629,16600336.9806656,104285592.292014,33774568.6226709,"3_120_7"
"137","2020-10-18",107775008.9,1786703.75334259,-1512722.87070521,0,10566139.3186374,2434868.57806086,1706.42964576503,3568.95310242629,16654711.3725244,104285592.292014,29934975.5346083,"3_120_7"
"138","2020-10-25",79028066.41,1793658.52022396,-1860767.62404993,0,10535762.0807585,380123.118146953,1191.30633631168,3568.95310242629,16674670.7094866,104285592.292014,27528207.0640048,"3_120_7"
"139","2020-11-01",80045288.67,1800613.28710533,-1725002.49421259,0,10176744.2005489,51231.4483940324,932.209883012483,3568.95310242629,16649581.5568145,104285592.292014,26957669.1616356,"3_120_7"
"140","2020-11-08",3940610.98,1807567.43962077,-1706824.65593643,-619467.639029156,10049707.7715236,3912.02147378555,452.744150377434,3568.95310242629,16624499.7516757,104285592.292014,26163416.3865811,"3_120_7"
"141","2020-11-15",4121432.76,1814521.59213621,-1964163.83518187,0,10093894.4515904,437.669556870838,222.838103991089,3568.95310242629,16615263.3228257,104285592.292014,26563744.9921337,"3_120_7"
