"","chicken_alphas","chicken_gammas","chicken_scales","chicken_shapes","Influencer_S_alphas","Influencer_S_gammas","Influencer_S_scales","Influencer_S_shapes","Radio_S_alphas","Radio_S_gammas","Radio_S_scales","Radio_S_shapes","Social_Media_S_alphas","Social_Media_S_gammas","Social_Media_S_scales","Social_Media_S_shapes","penalty_trend","penalty_season","penalty_holiday","penalty_cag_V","penalty_Influencer_S","penalty_Social_Media_S","penalty_Radio_S","penalty_chicken","rsq_train","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","iterPar","iterNG","df.int","trial","iterations","solID","coef0","mape.qt10","robynPareto","error_score"
"16",2.58826384987342,0.757979279326526,0.0882378612368594,8.65994911307443,2.37906695679531,0.780936807282932,0.0176746053767466,0.249630334470719,1.958875904877,0.908946971865892,0.00735027823115242,8.29234058152118,2.52688057515702,0.851567147935438,0.0311417364011204,7.71396901892099,0.53532600106898,0.61307755309218,0.53012759765423,0.0539289669117848,0.219988514724234,0.609650642244794,0.481520831549458,0.710168218504354,-0.0464214637666727,0.253266412274806,0.00707661050522704,140.332138098143,12790221653.4106,0.796578676403186,16056034913.1787,1e-04,0,0.157267093658447,55.6687099933624,5,21,1,3,325,"3_21_5",FALSE,TRUE,3,3.02971629585056
"17",2.63308570172849,0.834936878759406,0.0589387451996734,3.50261427402187,2.52376685714665,0.707747617945857,0.0359166577575357,0.963147810100713,2.98196790097363,0.99382618097385,0.0516470169789016,1.63301790710385,2.27219207618717,0.87543043999403,0.0170471873720458,8.31268971492156,0.69129241187294,0.820997030592387,0.0879790740726956,0.567717313206886,0.137261315160154,0.634092855201876,0.777633664619765,0.906630654868104,-0.0465993191221641,0.253287934613318,0.00544111850147969,136.255907376057,12695349155.0778,0.790669248138703,16056034913.1787,1e-04,0,0.152886152267456,306.149780988693,14,108,1,3,1726,"3_108_14",FALSE,TRUE,2,3.02948848033313
"18",2.63308570172849,0.834936878759406,0.0589387451996734,3.50261427402187,2.52376685714665,0.707747617945857,0.0359166577575357,0.963147810100712,2.98196790097363,0.99382618097385,0.0516470169789016,1.63301790710385,2.27219207618717,0.87543043999403,0.0170471873720458,8.31268971492156,0.69129241187294,0.820997030592387,0.000697366196893349,0.979935179110223,0.21662025880213,0.423448217370773,0.777633664619765,0.906630654868104,-0.0465993191221641,0.253287934613318,0.00544111850147969,136.255907376057,12695349155.0778,0.790669248138703,16056034913.1787,1e-04,0,0.143728971481323,322.811041116714,8,114,1,3,1816,"3_114_8",FALSE,TRUE,2,3.02948848033313
"19",2.75915217567839,0.820435720203245,0.0160947447451897,3.88127793603995,2.88939938098532,0.914326730772215,0.0980415389360136,0.201355068624789,2.37647546755783,0.881865435022775,0.0448633318936337,6.82991347753554,2.56130692161602,0.765996445921148,0.0897391801083857,5.43068256521941,0.602076547800252,0.248236687467801,0.589934228078301,0.0979254042371034,0.721872360406002,0.997035621032884,0.457819892314203,0.138044516908521,-0.0369247252820575,0.252114540420652,0.0739428990499684,151.441700499832,11410273788.5839,0.710624337061201,16056034913.1787,1e-04,0,0.138340950012207,325.204226016998,12,113,1,4,1804,"4_113_12",FALSE,TRUE,1,3.02268417131048
"20",2.75915217567839,0.820435720203245,0.0160947447451897,3.88127793603995,2.88939938098532,0.914326730772215,0.0980415389360136,0.201355068624789,2.37647546755783,0.881865435022775,0.0448633318936337,6.82991347753554,2.56130692161602,0.765996445921148,0.0897391801083857,5.43068256521941,0.912323810443136,0.44733434253433,0.674247294369443,0.121100371086044,0.863114647228613,0.997035621032884,0.457819892314203,0.138044516908521,-0.0369247252820575,0.252114540420652,0.0739428990499684,151.441700499832,11410273788.5839,0.710624337061201,16056034913.1787,1e-04,0,0.153095960617065,336.548817157745,8,117,1,4,1864,"4_117_8",FALSE,TRUE,1,3.02268417131048
"21",2.8789277556556,0.592945671062196,0.0263398128864834,4.16436687422595,2.89585636125215,0.569991318679847,0.0139321726868786,0.651370936481814,2.94529986530884,0.749721020887702,0.0328249353282786,7.00617443478863,2.57218448668222,0.815568932547549,0.0966181610381568,5.79239112386689,0.635465395792356,0.662109878994478,0.513612415023513,0.222821509355801,0.845432290533477,0.816346508274158,0.669382701514093,0.343118895654963,-0.0380012019930234,0.252245372015429,0.0350081614522056,151.995833904257,11521632712.1345,0.717560673532749,16056034913.1787,1e-04,0,0.145035028457642,354.511723995209,10,123,1,4,1962,"4_123_10",FALSE,TRUE,1,3.03959236767426
"22",2.56435844696305,0.389174277459878,0.00899900941586941,9.94010106672253,2.88753400645444,0.871486155191968,0.0142273221450423,2.76709079111142,2.00751816594319,0.983276118843023,0.0233091648508867,0.676682733128347,2.6744782948638,0.977599168809025,0.0118466877197235,4.01086699136053,0.846818786006771,0.640921999746293,0.583632762150386,0.966152807445142,0.340417796058023,0.22887749701192,0.548221984273144,0.712648474718684,-0.0379327685340238,0.252237056847868,0.0463731903862412,147.432155787145,11322455366.243,0.705154293832206,16056034913.1787,1e-04,0,0.1681969165802,217.025885105133,5,78,1,5,1237,"5_78_5",FALSE,TRUE,1,3.03559924937778
"23",1.52718928436623,0.519891118465681,0.00797254165763694,1.54496688791127,2.0827031676083,0.974486973409074,0.000803191597310586,6.01984074108793,2.57073303564127,0.679681962418862,0.0257644871736936,5.9857990226278,2.3131807080031,0.799612586797896,0.0171033495830624,0.510653573603953,0.151247562930246,0.811993011789409,0.390560157282783,0.197083792675408,0.595418664009254,0.578309496341553,0.979550407413073,0.491199154675213,-0.0397997848422611,0.252463814845887,0.00749780427520141,151.634910185209,12119978461.0368,0.754830497165859,16056034913.1787,1e-04,0,0.154316902160645,358.222158908844,12,125,1,5,1996,"5_125_12",FALSE,TRUE,1,3.04153550539762
"24",1.92723876973569,0.577241977874519,0.0887270101323045,7.07269188259729,2.61330737208389,0.856008380121319,0.021719568501918,1.34329584642785,2.36709931988619,0.954720599142316,0.0233091648508867,0.676682733128346,2.6744782948638,0.977599168809025,0.0118466877197235,9.67382278269673,0.911254512453796,0.847078516681052,0.73334253126506,0.467816538185622,0.319116350822127,0.168100317991722,0.82292745036795,0.964653392029598,-0.0401216218071188,0.252502882896682,0.0277170643904181,147.800704325718,11185394364.5072,0.696617023581612,16056034913.1787,1e-04,0,0.165127992630005,238.720380067825,13,85,1,5,1357,"5_85_13",FALSE,TRUE,3,3.03782408668124
"25",1.81586010044671,0.847523561399611,0.0557675560093744,3.24274420776989,2.95052002172569,0.629919753573212,0.00436770689970782,6.82427563062653,2.58719741327912,0.670910227014718,0.0198423785746098,0.829534135744865,2.60137032390836,0.742064585961918,0.0654702419884582,6.63297158477146,0.603114429633141,0.345254782458592,0.216085220865583,0.740554122000898,0.664914947349925,0.981398063417929,0.432617751827342,0.327482470124374,-0.0432051133274005,0.25287688450057,0.00398868867014106,143.981352285321,12300282363.4092,0.766061285809561,16056034913.1787,1e-04,0,0.171629190444946,285.095421075821,9,101,1,5,1609,"5_101_9",FALSE,TRUE,1,3.03559817759208
"26",1.7175464448252,0.995580244217764,0.0907944148961227,2.46747230549776,2.44586952570923,0.64759783355346,0.0405892828672206,9.41133930910727,1.87506467847073,0.875753731282424,0.00576992765346276,2.00724940840874,2.45070402056901,0.754370975018426,0.0805608391936064,1.3422751466388,0.861757536247396,0.907098294231868,0.0302809405354258,0.0904740138271198,0.274225851692516,0.289990252128583,0.999241211441505,0.335487082715441,-0.0450273025713304,0.253097640941867,0.00587201841916178,148.355216809694,11750455105.7051,0.731813587115451,16056034913.1787,1e-04,0,0.141908884048462,174.886631011963,11,63,1,5,1003,"5_63_11",FALSE,TRUE,2,3.03225964113251
