"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","rsq_train","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","iterPar","iterNG","df.int","trial","iterations","solID","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response"
"17","Radio_S",8404594.92654189,44704950.7058653,0.00406372254405011,538613.863926088,0.00406454881112008,44704950.7058653,0.00406372254405011,538613.863926088,0.00406454881112008,TRUE,-0.0420936184422924,0.252742133305584,0.00546152790032833,151.045746203424,12310920829.1487,0.766723935694796,16056034913.1787,1e-04,4,24,1,1,372,"1_24_4",1,196277706,2364791.63855422,0.32513646780638,0.324621269292077,0.00204058273838472,0.227763772141627,4.3905138670525,4825.55299751025,0.00489452953115688
"18","chicken",6282379.14916287,255764882.358793,0.0232492710987686,3081504.60673244,0.0232539983179381,255764882.358793,0.0232492710987686,3081504.60673244,0.0232539983179381,TRUE,-0.0420936184422924,0.252742133305584,0.00546152790032833,151.045746203424,12310920829.1487,0.766723935694796,16056034913.1787,1e-04,4,24,1,1,372,"1_24_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","(Intercept)",95431759.1006619,7920836005.35494,0.720011527458447,95431759.1006619,0.720168863618794,7920836005.35494,0.720011527458447,95431759.1006619,0.720168863618794,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","trend",0.00981230618549162,146585540.265103,0.0133247650473063,1766090.8465675,0.0133276767609249,146585540.265103,0.0133247650473063,1766090.8465675,0.0133276767609249,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","season",0.0147740272896572,-61850585.7123545,-0.0056222770756578,-745187.779666921,-0.00562350564972051,-61850585.7123545,-0.0056222770756578,-745187.779666921,-0.00562350564972051,FALSE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","holiday",0.0190910454189471,-619057.179237842,-5.62728864612042e-05,-36415.1281904613,-0.00027480412951201,-619057.179237842,-5.62728864612042e-05,-36415.1281904613,-0.00027480412951201,FALSE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","cag_V",283163.814011424,818915410.848844,0.0744401898266693,9866450.7331186,0.0744564564185169,818915410.848844,0.0744401898266693,9866450.7331186,0.0744564564185169,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Influencer_S",8560643.24099907,84691900.5130246,0.00769857431848309,1020384.34353042,0.00770025660283163,84691900.5130246,0.00769857431848309,1020384.34353042,0.00770025660283163,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,380410712.15,4583261.59216867,0.630155088852325,0.625613755228087,0.00594336317293314,0.222632796101782,4.49170121163472,27239.9881588142,0.0155241911597841
"25","Social_Media_S",502479.125309104,4627769.87064544,0.000420668683335566,55756.2635017523,0.000420760607413015,4627769.87064544,0.000420668683335566,55756.2635017523,0.000420760607413015,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,26989500,325174.698795181,0.0447084433412947,0.0341850456722322,0.00483911476107739,0.171465565151094,5.83207479075353,1573.55768486865,0.0138055582492598
"26","Radio_S",9382244.19200015,46054431.9362949,0.00418639167156913,554872.673931264,0.00418730647746625,46054431.9362949,0.00418639167156913,554872.673931264,0.00418730647746625,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,196277706,2364791.63855422,0.32513646780638,0.340201199099681,0.00211035384207666,0.234639138977378,4.26186357637637,4990.54712013366,0.00533473534687801
"27","chicken",47381208.1373858,2041743572.93274,0.185596432956309,24599320.1558162,0.185636989293286,2041743572.93274,0.185596432956309,24599320.1558162,0.185636989293286,TRUE,-0.0403878650412968,0.252535197811223,0.0189291240824084,150.510832730693,11438240232.0809,0.712366313867574,16056034913.1787,1e-04,3,103,1,2,1635,"2_103_3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","(Intercept)",117512803.453154,9753562686.61177,0.886608126137358,117512803.453154,0.886787014626767,9753562686.61177,0.886608126137358,117512803.453154,0.886787014626767,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","trend",0.00918582832761423,137226619.586816,0.0124740302551227,1653332.76610621,0.0124765471059877,137226619.586816,0.0124740302551227,1653332.76610621,0.0124765471059877,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","season",0.013620553344707,-57021635.7110873,-0.00518332092707926,-687007.659169727,-0.00518436675152349,-57021635.7110873,-0.00518332092707926,-687007.659169727,-0.00518436675152349,FALSE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","holiday",0.01762781873232,-571609.752167668,-5.19598702069006e-05,-33624.1030686864,-0.000253737610741877,-571609.752167668,-5.19598702069006e-05,-33624.1030686864,-0.000253737610741877,FALSE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","cag_V",261706.992288074,756861853.481593,0.0687994624345078,9118817.51182643,0.068813343913308,756861853.481593,0.0687994624345078,9118817.51182643,0.068813343913308,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Influencer_S",9099327.38463826,83101284.1998501,0.00755398578256657,1001220.29156446,0.00755550992955533,83101284.1998501,0.00755398578256657,1001220.29156446,0.00755550992955533,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,380410712.15,4583261.59216867,0.630155088852325,0.622370635118076,0.0189769851834228,0.218451482951622,4.57767549337927,86976.4873263356,0.0436174268979812
"34","Social_Media_S",600551.475264558,5905268.23727297,0.0005367945000624,71147.8100876261,0.000536902807616108,5905268.23727297,0.0005367945000624,71147.8100876261,0.000536902807616108,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,26989500,325174.698795181,0.0447084433412947,0.0442263387234251,0.00233092754515722,0.218798726811277,4.57041050729029,757.95866240989,0.00609080817571339
"35","Radio_S",8921060.97071833,44517234.6934894,0.00404665897996321,536352.225222764,0.00404747546324454,44517234.6934894,0.00404665897996321,536352.225222764,0.00404747546324454,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,196277706,2364791.63855422,0.32513646780638,0.333403026158499,0.000204547296890808,0.226807392447767,4.40902736550043,483.71173737625,0.000609385847553767
"36","chicken",6985576.43608294,277403287.482464,0.0252162227077056,3342208.28292125,0.0252213105157866,277403287.482464,0.0252162227077056,3342208.28292125,0.0252213105157866,TRUE,-0.0438351355229116,0.252953232862451,0.011365127882792,147.65207979708,12426481950.3085,0.773922019097863,16056034913.1787,1e-04,11,39,1,2,619,"2_39_11",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","(Intercept)",115256638.387004,9566300986.12136,0.869585859433008,115256638.387004,0.86976446961253,9566300986.12136,0.869585859433008,115256638.387004,0.86976446961253,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","trend",0.00951282354328138,142111584.389845,0.0129180782024646,1712187.76373307,0.0129207315347857,142111584.389845,0.0129180782024646,1712187.76373307,0.0129207315347857,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","season",0.0140568020693641,-58847965.0258569,-0.00534933599905908,-709011.626817553,-0.00535043473571947,-58847965.0258569,-0.00534933599905908,-709011.626817553,-0.00535043473571947,FALSE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","holiday",0.0179448589375589,-581890.279548605,-5.2894379925019e-05,-34228.8399734473,-0.000258302074931195,-581890.279548605,-5.2894379925019e-05,-34228.8399734473,-0.000258302074931195,FALSE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","cag_V",270346.652506112,781847923.547607,0.0710707199711178,9419854.50057358,0.0710853176717532,781847923.547607,0.0710707199711178,9419854.50057358,0.0710853176717532,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Influencer_S",9801133.96263145,80117792.9723071,0.00728278359198342,965274.614124182,0.00728427945265166,80117792.9723071,0.00728278359198342,965274.614124182,0.00728427945265166,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,380410712.15,4583261.59216867,0.630155088852325,0.630010554255443,0.00503298974032497,0.210608666931324,4.74814267888645,23067.5085706104,0.0120940991910174
"43","Social_Media_S",585276.486529964,6478535.37428431,0.000588905028128152,78054.6430636664,0.000589025987354494,6478535.37428431,0.000588905028128152,78054.6430636664,0.000589025987354494,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,26989500,325174.698795181,0.0447084433412947,0.050944309753105,0.00129779495328805,0.240039103143234,4.16598790324296,422.010083033349,0.00354980066930466
"44","Radio_S",5575980.29108496,40572641.1748662,0.00368809167688732,488827.002106822,0.00368884919922896,40572641.1748662,0.00368809167688732,488827.002106822,0.00368884919922896,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,196277706,2364791.63855422,0.32513646780638,0.319045135991452,0.0255544197263913,0.206710390098335,4.83768619237905,60430.878097075,0.0651289467132301
"45","chicken",8299306.75502359,442985380.555135,0.0402677924753943,5337173.25970042,0.0402760633523468,442985380.555135,0.0402677924753943,5337173.25970042,0.0402760633523468,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,9,45,1,2,713,"2_45_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","(Intercept)",115256638.387004,9566300986.12136,0.869585859433008,115256638.387004,0.86976446961253,9566300986.12136,0.869585859433008,115256638.387004,0.86976446961253,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","trend",0.00951282354328138,142111584.389845,0.0129180782024646,1712187.76373307,0.0129207315347857,142111584.389845,0.0129180782024646,1712187.76373307,0.0129207315347857,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","season",0.0140568020693641,-58847965.0258569,-0.00534933599905908,-709011.626817553,-0.00535043473571947,-58847965.0258569,-0.00534933599905908,-709011.626817553,-0.00535043473571947,FALSE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","holiday",0.0179448589375589,-581890.279548605,-5.2894379925019e-05,-34228.8399734473,-0.000258302074931195,-581890.279548605,-5.2894379925019e-05,-34228.8399734473,-0.000258302074931195,FALSE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","cag_V",270346.652506112,781847923.547607,0.0710707199711178,9419854.50057358,0.0710853176717532,781847923.547607,0.0710707199711178,9419854.50057358,0.0710853176717532,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Influencer_S",9801133.96263145,80117792.9723071,0.00728278359198342,965274.614124182,0.00728427945265166,80117792.9723071,0.00728278359198342,965274.614124182,0.00728427945265166,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,380410712.15,4583261.59216867,0.630155088852325,0.630010554255443,0.00503298974032497,0.210608666931324,4.74814267888645,23067.5085706104,0.0120940991910174
"52","Social_Media_S",585276.486529964,6478535.37428431,0.000588905028128152,78054.6430636664,0.000589025987354494,6478535.37428431,0.000588905028128152,78054.6430636664,0.000589025987354494,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,26989500,325174.698795181,0.0447084433412947,0.050944309753105,0.00129779495328805,0.240039103143234,4.16598790324296,422.010083033349,0.00354980066930466
"53","Radio_S",5575980.29108496,40572641.1748662,0.00368809167688732,488827.002106822,0.00368884919922896,40572641.1748662,0.00368809167688732,488827.002106822,0.00368884919922896,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,196277706,2364791.63855422,0.32513646780638,0.319045135991452,0.0255544197263913,0.206710390098335,4.83768619237905,60430.878097075,0.0651289467132301
"54","chicken",8299306.75502359,442985380.555135,0.0402677924753943,5337173.25970042,0.0402760633523468,442985380.555135,0.0402677924753943,5337173.25970042,0.0402760633523468,TRUE,-0.0460614474135213,0.25322284097149,0.00871844271846746,139.458834435475,12059956260.5562,0.75109182795982,16056034913.1787,1e-04,7,47,1,2,743,"2_47_7",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","(Intercept)",104285592.292014,8655704160.23715,0.786811741769109,104285592.292014,0.786980150234775,8655704160.23715,0.786811741769109,104285592.292014,0.786980150234775,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","trend",0.0094564353479536,141269204.023757,0.0128415050258861,1702038.60269587,0.0128442536098782,141269204.023757,0.0128415050258861,1702038.60269587,0.0128442536098782,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","season",0.0144244475024167,-60387090.7444548,-0.00548924399094896,-727555.310174154,-0.00549041890371285,-60387090.7444548,-0.00548924399094896,-727555.310174154,-0.00549041890371285,FALSE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","holiday",0.0186997433062578,-606368.592688736,-5.51194818740704e-05,-35668.7407463962,-0.000269170365093988,-606368.592688736,-5.51194818740704e-05,-35668.7407463962,-0.000269170365093988,FALSE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","cag_V",276166.750417432,798679763.056721,0.072600750193521,9622647.74767134,0.0726162895916988,798679763.056721,0.072600750193521,9622647.74767134,0.0726162895916988,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Influencer_S",7167662.4580024,87992008.4440326,0.0079985572685879,1060144.68004859,0.00800026927247096,87992008.4440326,0.0079985572685879,1060144.68004859,0.00800026927247096,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,380410712.15,4583261.59216867,0.630155088852325,0.642813248404725,0.0169827530132817,0.231307914403148,4.3232416088327,77836.399615061,0.0493583066563588
"61","Social_Media_S",550465.647485447,3407126.1191532,0.000309711005206595,41049.7122789542,0.000309777295466918,3407126.1191532,0.000309711005206595,41049.7122789542,0.000309777295466918,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,26989500,325174.698795181,0.0447084433412947,0.0248902809142094,0.00264399006275705,0.126238949189618,7.92148545610865,859.758672274476,0.00677458824759469
"62","Radio_S",8751942.42153666,45486669.6146265,0.00413478153645441,548032.164031644,0.0041356665413132,45486669.6146265,0.00413478153645441,548032.164031644,0.0041356665413132,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,196277706,2364791.63855422,0.32513646780638,0.332296470681065,0.000910038352638466,0.231746490936808,4.31505994311982,2152.0510870831,0.00241149975954613
"63","chicken",33914121.3555891,1329439516.6717,0.120847316674058,16017343.5743578,0.120873182723204,1329439516.6717,0.120847316674058,16017343.5743578,0.120873182723204,TRUE,-0.0381707306055725,0.252265969805668,0.024581582666823,150.598464700822,11699477409.7492,0.728638282969005,16056034913.1787,1e-04,7,120,1,3,1911,"3_120_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
